투자자구분,매도,매수,순매수
금융투자,85650233600,244624837400,158974603800
보험,7240965900,8139631500,898665600
투신,23604503900,16509347100,-7095156800
사모,13375280000,44830122400,31454842400
은행,1305319200,456244400,-849074800
기타금융,135239000,1936100,-133302900
연기금 등,529146999700,526810176900,-2336822800
기관합계,660458541300,841372295800,180913754500
기타법인,6470441800,3261228700,-3209213100
개인,288802717400,150908946000,-137893771400
외국인,469999070002,430898521202,-39100548800
기타외국인,1020311200,310090000,-710221200
전체,1426751081702,1426751081702,0
