투자자구분,매도,매수,순매수
금융투자,99427263400,78038119100,-21389144300
보험,4529903000,5296628600,766725600
투신,3726650700,7888368000,4161717300
사모,4436520600,16373599200,11937078600
은행,872497400,34175100,-838322300
기타금융,248067000,327464400,79397400
연기금 등,249808113700,262513339100,12705225400
기관합계,363049015800,370471693500,7422677700
기타법인,5112566100,4540210000,-572356100
개인,301177311500,97990611200,-203186700300
외국인,189745457560,386937178060,197191720500
기타외국인,1116993000,261651200,-855341800
전체,860201343960,860201343960,0
