투자자구분,매도,매수,순매수
금융투자,232425707300,154109743900,-78315963400
보험,8827820500,7551852800,-1275967700
투신,18723374900,30376315600,11652940700
사모,17431973500,46661972600,29229999100
은행,1386318500,159367200,-1226951300
기타금융,647982800,24409900,-623572900
연기금 등,648444844200,627717135400,-20727708800
기관합계,927888021700,866600797400,-61287224300
기타법인,16887419600,3818124400,-13069295200
개인,818471791300,179376407300,-639095384000
외국인,328121062300,1043788442800,715667380500
기타외국인,2829896900,614419900,-2215477000
전체,2094198191800,2094198191800,0
