투자자구분,매도,매수,순매수
금융투자,151899125900,182466569400,30567443500
보험,9584782800,7792504100,-1792278700
투신,9962618400,6276747500,-3685870900
사모,10182164000,6866422400,-3315741600
은행,747500000,6494800,-741005200
기타금융,3291652700,690664900,-2600987800
연기금 등,486621621600,487683807000,1062185400
기관합계,672289465400,691783210100,19493744700
기타법인,2833125500,1610566500,-1222559000
개인,266278973300,166704209200,-99574764100
외국인,319208857982,400871527782,81662669800
기타외국인,1127122100,768030700,-359091400
전체,1261737544282,1261737544282,0
