투자자구분,매도,매수,순매수
금융투자,73018401200,130844004800,57825603600
보험,8302801200,7857122800,-445678400
투신,9757280500,15240523500,5483243000
사모,3293769000,18006620100,14712851100
은행,727786000,585650600,-142135400
기타금융,51652300,817940400,766288100
연기금 등,427599966900,423848407800,-3751559100
기관합계,522751657100,597200270000,74448612900
기타법인,5834430100,3774560300,-2059869800
개인,293517318500,141777960400,-151739358100
외국인,225470211826,304964051726,79493839900
기타외국인,1131174600,987949700,-143224900
전체,1048704792126,1048704792126,0
