투자자구분,매도,매수,순매수
금융투자,222362638700,137637706100,-84724932600
보험,9068814800,2254177400,-6814637400
투신,13078992900,14357594500,1278601600
사모,5446986700,10087817400,4640830700
은행,0,433180700,433180700
기타금융,353242400,155725500,-197516900
연기금 등,550082886900,522806575900,-27276311000
기관합계,800393562400,687732777500,-112660784900
기타법인,13984682000,5699438100,-8285243900
개인,239639515900,265367813500,25728297600
외국인,394027094160,489012063560,94984969400
기타외국인,680606200,913368000,232761800
전체,1448725460660,1448725460660,0
