투자자구분,매도,매수,순매수
금융투자,125457666000,20435965200,-105021700800
보험,2765892000,1874777300,-891114700
투신,4449054500,5328091900,879037400
사모,11496619300,2181994800,-9314624500
은행,1249300,1730908700,1729659400
기타금융,4025700,312960000,308934300
연기금 등,246357920900,261469527400,15111606500
기관합계,390532427700,293334225300,-97198202400
기타법인,1234499600,5368664600,4134165000
개인,109181220700,235198826000,126017605300
외국인,204940336454,171530008654,-33410327800
기타외국인,347120100,803880000,456759900
전체,706235604554,706235604554,0
