투자자구분,매도,매수,순매수
금융투자,245731978600,244204266300,-1527712300
보험,4589694300,4887888000,298193700
투신,24491551900,24130434100,-361117800
사모,36303909300,14385338300,-21918571000
은행,1825367400,224061200,-1601306200
기타금융,1124010500,566290900,-557719600
연기금 등,427689785400,453253204200,25563418800
기관합계,741756297400,741651483000,-104814400
기타법인,13616093900,7176121300,-6439972600
개인,708433177900,182462342500,-525970835400
외국인,428347170425,962240881425,533893711000
기타외국인,2462204400,1084115800,-1378088600
전체,1894614944025,1894614944025,0
