Date,PCE
2023-01-01,18475.2
2023-02-01,18532.1
2023-03-01,18511.3
2023-04-01,18638.7
2023-05-01,18676.4
2023-06-01,18742.1
2023-07-01,18850.5
2023-08-01,18911.6
2023-09-01,19024.9
2023-10-01,19069.5
2023-11-01,19151.0
2023-12-01,19289.9
