날짜,시가,고가,저가,종가,거래량,등락률
2024-03-04,84300,85200,82800,83500,7606,-0.9489916963226572
2024-03-05,83500,83800,82200,83400,2232,-0.11976047904191617
2024-03-06,83400,83400,82200,82300,1848,-1.3189448441247003
2024-03-07,83000,84000,81700,83600,2876,1.5795868772782502
2024-03-08,83700,84400,83500,84200,2140,0.7177033492822966
2024-03-11,84900,84900,83400,83500,1592,-0.831353919239905
2024-03-12,83500,84500,83500,84200,3722,0.8383233532934131
2024-03-13,84300,84800,83300,84100,2012,-0.11876484560570072
2024-03-14,84100,84700,83900,83900,2638,-0.23781212841854932
2024-03-15,83900,85000,83500,83500,1356,-0.47675804529201427
2024-03-18,83500,88000,83400,85500,6412,2.3952095808383236
2024-03-19,86400,86400,81600,85500,2642,0.0
2024-03-20,85200,85200,83100,83300,3073,-2.5730994152046787
2024-03-21,84000,84000,83200,83200,2056,-0.12004801920768307
2024-03-22,83400,83800,82800,83500,5084,0.3605769230769231
2024-03-25,84500,84500,83500,83900,1425,0.47904191616766467
2024-03-26,83100,84500,83100,83200,2340,-0.834326579261025
2024-03-27,83500,84500,83000,83600,2245,0.4807692307692308
2024-03-28,83600,84100,82300,82300,4701,-1.555023923444976
2024-03-29,83300,83300,81200,81300,4612,-1.2150668286755772
