날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,27800,29800,26700,27400,49174,-1.615798922800718
2024-06-04,27400,27550,26700,26700,12036,-2.5547445255474455
2024-06-05,26550,26700,26300,26500,3937,-0.7490636704119851
2024-06-07,26300,27000,26300,26700,3535,0.7547169811320755
2024-06-10,26700,27350,26700,27050,3712,1.3108614232209739
2024-06-11,27050,27250,26750,27250,2612,0.7393715341959335
2024-06-12,27250,27300,26900,27050,1249,-0.7339449541284404
2024-06-13,27100,27100,26250,26700,5191,-1.2939001848428837
2024-06-14,26700,26700,26350,26500,2434,-0.7490636704119851
2024-06-17,26800,26800,26250,26600,735,0.37735849056603776
2024-06-18,26650,26650,26100,26500,1736,-0.37593984962406013
2024-06-19,26500,26500,26100,26350,3839,-0.5660377358490566
2024-06-20,26200,26550,26150,26300,4643,-0.18975332068311196
2024-06-21,26400,26500,25850,26000,2625,-1.1406844106463878
2024-06-24,26000,26100,25600,25600,3716,-1.5384615384615385
2024-06-25,25450,25750,25450,25650,1595,0.1953125
2024-06-26,25550,25600,25300,25450,2419,-0.7797270955165692
2024-06-27,25200,26300,25100,25450,6465,0.0
2024-06-28,25500,25500,25300,25500,1764,0.19646365422396855
