news_title,news_category,news_date
"1조 몸값 노리는 엔카닷컴, IPO '시동'",증권IB&Deal,2023.09.27
"""367조 시장 선점"" KB·신한·NH證 '토큰 동맹'",증권국내증시,2023.09.27
연휴 없는 서학개미…증권사도 24시간 서비스,증권정책,2023.09.25
"에코프로머티리얼즈, 상장예심 통과…연내 상장 '청신호'",증권IB&Deal,2023.09.22
"[오전 시황] 코스피, 이틀째 '매파 연준' 영향으로 약세…2500선 아래로 '후퇴'",증권국내증시,2023.09.22
두산로보틱스 공모주 청약 첫 날 60만 명 몰렸다…‘눈치 싸움’ 치열,증권IB&Deal,2023.09.21
"[주식 초고수는 지금] ""암세포 제거 확인"" 자회사 호재에 다원시스 순매수 1위",증권국내증시,2023.09.21
"블랙록 찜한 두산로보, 공모주 열풍 재점화",증권IB&Deal,2023.09.20
"[단독]글로벌 큰손, 두산로보틱스에 7조 베팅",증권IB&Deal,2023.09.19
"[시그널人] ""AI·글로벌 집중 투자…3조 '잭팟' 목표""",산업중기·벤처,2023.09.19
[이번주 증시 캘린더] '대어' 두산로보틱스 공모…코어라인소프트 신규 상장,증권국내증시,2023.09.18
"[단독] SK證, 스타트업도 투자…판 커진 'STO 대전'",증권국내증시,2023.09.14
"두산로보틱스 ""로봇기업 중 성장률 1위…9조弗 시장 선점""",증권IB&Deal,2023.09.14
"[주식 초고수는 지금] 네이버가 찍었던 크라우드웍스, AI 열풍에 순매수 1위",증권국내증시,2023.09.11
[주식 초고수는 지금] HBM 수요 증가 기대감에 이오테크닉스 순매수 1위,증권IB&Deal,2023.09.08
"삼척블루파워 7%대 회사채, 개인 알짜 투자처로 급부상",증권IB&Deal,2023.09.07
"[단독] 토스證, 올해도 '전산오류 1위' 불명예",증권증권일반,2023.09.07
[주식 초고수는 지금] SSD 수요 증가 기대감에 파두 순매수 1위,증권국내증시,2023.09.07
"미래에셋, 토큰증권 활용 K콘텐츠 금융 선점",증권정책,2023.09.06
KT&G 첫 공모채에 1.8조 몰렸다…최대 4000억 발행,증권IB&Deal,2023.09.05
결산 끝나자 붐비는 '상장 청구'…스튜디오삼익 등 7곳 신청,증권IB&Deal,2023.09.05
[주식 초고수는 지금] 대기업 진출에 로봇주 관심집중…에스비비테크 순매수 1위,증권국내증시,2023.09.04
IPO 연기·매장 줄폐업…베트남 VC 투자 '삐걱',산업중기·벤처,2023.09.03
"HD현대글로벌, 상장주관에 KB…외국계 JP·UBS 합류",증권IB&Deal,2023.09.01
"금투협, 내일 증권사 사장단 소집…'빚투' 대책 논의 가능성",증권증권일반,2023.08.28
[주식 초고수는 지금] '3거래일 연속 오름세' 포스코엠텍 순매수 1위,증권국내증시,2023.08.28
신용융자 막고 기획감시…거래소·증권사 테마주 '힘빼기',증권국내증시,2023.08.25
[주식 초고수는 지금] 캐나다 공급계약 체결한 삼천당제약 순매수 1위,증권국내증시,2023.08.24
두산로보틱스 증권신고서 제출…1.7조 몸값 정조준,증권IB&Deal,2023.08.23
"'상장 재수생' 밀리의서재, 물량 줄이고 몸값 낮췄다",증권IB&Deal,2023.08.23
두산로보틱스 증권신고서 제출…공모절차 돌입,증권IB&Deal,2023.08.23
"""고액 자산가 잡아라""…증권사 '거점형 지점' 열풍",증권증권일반,2023.08.21
"두산로보틱스, 상장예심 통과…10월 IPO 정조준",증권IB&Deal,2023.08.17
"<유>STX, 상한가 진입.. +29.82% ↑",증권News봇,2023.08.16
"금감원, 16일부터 미래에셋·NH證 '채권 돌려막기' 검사",증권정책,2023.08.14
"[서경스타즈IR] 기업은행, 벤처투자 확대…비이자이익 강화 시동건다",증권국내증시,2023.08.13
"[주식 초고수는 지금] 식지 않는 2차전지 사랑…포스코홀딩스, 매수 1위",증권국내증시,2023.08.11
"[주식 초고수는 지금]셀트리온헬스케어, 유플라이마 리베이트 계약에 순매수 1위",증권국내증시,2023.08.09
[주식 초고수는 지금] '하이퍼클로바X' 기대감…네이버 순매수 1위,증권종목·투자전략,2023.08.07
"초대형빌딩 '몰빵' 투자가 禍 키워…""증권사 신용도 급락 위험""",증권증권일반,2023.08.06
"[단독] 이번엔 하나證…""獨빌딩 투자 부실"" 우려",증권증권일반,2023.08.06
"상장 숨 고르는 엔카닷컴, 내년 초 노린다",증권IB&Deal,2023.08.03
'테마주' 바람 타고…LS그룹 한달새 시총 2.3조 급증,증권국내증시,2023.08.02
"미래에셋·NH證 수장, 금감원장 英 출장길 동행",증권정책,2023.08.02
"오후 1:30 현재 코스피는 33:67으로 매수우위, 매수강세 업종은 통신업(1.95%↓)",증권News봇,2023.07.26
"오전 10:30 현재 코스피는 36:64으로 매수우위, 매수강세 업종은 의료정밀업(3.61%↓)",증권News봇,2023.07.26
코스피 '쌍끌이 매도'에 2610대로 주저앉아…2차전지만 '미소',증권국내증시,2023.07.26
"오전 10:00 현재 코스피는 35:65으로 매수우위, 매수강세 업종은 의료정밀업(3.10%↓)",증권News봇,2023.07.26
에코프로 130만원 돌파…'2차전지 테마' 스친 LS도 상한가,증권국내증시,2023.07.25
"삼프로TV, 스팩 통해 우회상장 추진",증권국내증시,2023.07.21
[주식 초고수는 지금] 리튬 사업 본격화한 포스코홀딩스 신고가에 매수 1위,증권국내증시,2023.07.17
"[주식 초고수는 지금] 'SKC 인수' ISC, 순매수 1위에 주가도 '급등'",증권종목·투자전략,2023.07.12
[주식 초고수는 지금]'엔비디아 효과' 이수페타시스 순매수 1위,증권국내증시,2023.07.11
[단독] 판 커지는 마이데이터…한화증권·IR큐더스도 참전,증권국내증시,2023.07.06
