rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 8 기 3분기말,4316325196970,제 7 기말,4199096312587,7,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 8 기 3분기말,1520899075490,제 7 기말,1488887021005,8,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 8 기 3분기말,340383979687,제 7 기말,499142596427,9,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 8 기 3분기말,7828768685,제 7 기말,6932463149,10,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 8 기 3분기말,567819624839,제 7 기말,481151906148,11,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정처분자산집단,-,제 8 기 3분기말,10815308434,제 7 기말,,12,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 8 기 3분기말,36365645924,제 7 기말,35156539283,13,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 8 기 3분기말,192643135861,제 7 기말,110898049905,14,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 8 기 3분기말,365042612060,제 7 기말,355605466093,15,KRW,,,,,,,연결
20241114000595,11014,2024,01258507,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 8 기 3분기말,2795426121480,제 7 기말,2710209291582,16,KRW,,,,,,,연결
