rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 55 기 반기말,710721000000,제 54 기말,679531000000,1,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 55 기 반기말,263338000000,제 54 기말,255314000000,2,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 55 기 반기말,133040000000,제 54 기말,131424000000,3,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,dart_CurrentFirmCommitmentAsset,계약자산,-,제 55 기 반기말,66157000000,제 54 기말,64471000000,4,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,기타채권,-,제 55 기 반기말,36269000000,제 54 기말,25591000000,5,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,dart_CurrentDerivativeAsset,파생금융자산,-,제 55 기 반기말,3292000000,제 54 기말,487000000,6,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 55 기 반기말,34779000000,제 54 기말,28726000000,7,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 55 기 반기말,51801000000,제 54 기말,65322000000,8,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,dart_OtherCurrentAssets,기타자산,-,제 55 기 반기말,116026000000,제 54 기말,108196000000,9,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 55 기 반기말,6019000000,제 54 기말,,10,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 55 기 반기말,4092266000000,제 54 기말,3774646000000,11,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타채권,-,제 55 기 반기말,9276000000,제 54 기말,11943000000,12,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 55 기 반기말,10148000000,제 54 기말,11603000000,13,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,관계기업/공동기업,-,제 55 기 반기말,2436000000,제 54 기말,2337000000,14,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 55 기 반기말,4060338000000,제 54 기말,3736999000000,15,KRW,,,,,연결,,
20200813000213,11012,2020,00122737,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 55 기 반기말,7952000000,제 54 기말,7789000000,16,KRW,,,,,연결,,
