날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,10190,10240,9820,10200,2956,0.0
2024-01-03,10070,10460,10070,10320,5110,1.1764705882352942
2024-01-04,10210,10290,10030,10220,1483,-0.9689922480620154
2024-01-05,10220,10230,10040,10200,410,-0.19569471624266144
2024-01-08,10200,10200,9940,10160,2415,-0.39215686274509803
2024-01-09,10160,10250,10070,10210,1066,0.4921259842519685
2024-01-10,10420,10420,10190,10250,1669,0.3917727717923604
2024-01-11,10260,10260,10020,10160,1493,-0.878048780487805
2024-01-12,10040,10180,10000,10100,1416,-0.5905511811023622
2024-01-15,9990,10200,9900,10080,2060,-0.19801980198019803
2024-01-16,9990,10060,9950,10000,646,-0.7936507936507936
2024-01-17,9900,10000,9750,9920,1741,-0.8
2024-01-18,9920,9920,9810,9820,504,-1.0080645161290323
2024-01-19,9800,10150,9800,9850,2612,0.30549898167006106
2024-01-22,9840,9920,9790,9820,742,-0.3045685279187817
2024-01-23,9800,9800,9610,9790,1625,-0.30549898167006106
2024-01-24,9950,9990,9690,9790,749,0.0
2024-01-25,9700,9750,9570,9650,925,-1.4300306435137897
2024-01-26,9650,9650,9470,9500,2192,-1.5544041450777202
2024-01-29,9520,9550,9460,9470,824,-0.3157894736842105
2024-01-30,9500,9500,9120,9330,2296,-1.478352692713833
2024-01-31,9320,9320,9200,9270,919,-0.6430868167202572
