투자자구분,매도,매수,순매수
금융투자,269387484300,183422540800,-85964943500
보험,9265845800,12411162000,3145316200
투신,40223211800,74661721100,34438509300
사모,18363871600,78901646900,60537775300
은행,3338025300,1311202300,-2026823000
기타금융,319333900,4718900,-314615000
연기금 등,752105498400,740213296900,-11892201500
기관합계,1093003271100,1090926288900,-2076982200
기타법인,24916304900,22067310800,-2848994100
개인,1349065484200,494882258700,-854183225500
외국인,245871666300,1110337098600,864465432300
기타외국인,6271675400,915444900,-5356230500
전체,2719128401900,2719128401900,0
