투자자구분,매도,매수,순매수
금융투자,261573054400,81627532400,-179945522000
보험,4019250100,4259107500,239857400
투신,34042973900,26972886000,-7070087900
사모,15759489200,22146008100,6386518900
은행,1864900000,2363832200,498932200
기타금융,88365100,107005800,18640700
연기금 등,807733094600,767512981100,-40220113500
기관합계,1125081127300,904989353100,-220091774200
기타법인,14986544100,4376286100,-10610258000
개인,304227733800,192097956000,-112129777800
외국인,311266461100,654657873900,343391412800
기타외국인,1007065800,447463000,-559602800
전체,1756568932100,1756568932100,0
