투자자구분,매도,매수,순매수
금융투자,26266903200,101464411500,75197508300
보험,1983313100,782166300,-1201146800
투신,30242770400,4679132500,-25563637900
사모,9980799700,10116291100,135491400
은행,845523200,1047570000,202046800
기타금융,586345100,29274700,-557070400
연기금 등,447856980900,421799362100,-26057618800
기관합계,517762635600,539918208200,22155572600
기타법인,5720816900,1680263300,-4040553600
개인,168013281300,61634738000,-106378543300
외국인,154733208006,243428406606,88695198600
기타외국인,490792700,59118400,-431674300
전체,846720734506,846720734506,0
