투자자구분,매도,매수,순매수
금융투자,181442709600,171910273900,-9532435700
보험,11474361000,6552723200,-4921637800
투신,25361861500,11497452100,-13864409400
사모,21209415800,32470364900,11260949100
은행,1058090900,2001258300,943167400
기타금융,2688427600,4601700,-2683825900
연기금 등,814599232600,813740115100,-859117500
기관합계,1057834099000,1038176789200,-19657309800
기타법인,9569006400,7230369200,-2338637200
개인,490213472400,209973195100,-280240277300
외국인,502147151830,805685000930,303537849100
기타외국인,1753349400,451724600,-1301624800
전체,2061517079030,2061517079030,0
