투자자구분,매도,매수,순매수
금융투자,156774670700,28105905800,-128668764900
보험,3614882900,8919099400,5304216500
투신,7305676400,40907047700,33601371300
사모,8538074400,38263300200,29725225800
은행,605036800,592884100,-12152700
기타금융,82259700,354274500,272014800
연기금 등,435978071500,416959003000,-19019068500
기관합계,612898672400,534101514700,-78797157700
기타법인,10545129600,5294607400,-5250522200
개인,254266098000,80243962800,-174022135200
외국인,409870526728,668137865028,258267338300
기타외국인,578992100,381468900,-197523200
전체,1288159418828,1288159418828,0
