투자자구분,매도,매수,순매수
금융투자,131478850000,40093225800,-91385624200
보험,2961844500,7341661900,4379817400
투신,14062667600,6887043600,-7175624000
사모,13434853300,4207995900,-9226857400
은행,0,505749500,505749500
기타금융,945700,424097300,423151600
연기금 등,274965942700,279261283900,4295341200
기관합계,436905103800,338721057900,-98184045900
기타법인,2919162000,5193517300,2274355300
개인,163604233100,199914157800,36309924700
외국인,153369221200,212963770200,59594549000
기타외국인,491425400,496642300,5216900
전체,757289145500,757289145500,0
