투자자구분,매도,매수,순매수
금융투자,130166143600,141733865600,11567722000
보험,6874312500,4228733500,-2645579000
투신,24898316900,10217999500,-14680317400
사모,19354175700,36107274900,16753099200
은행,262353000,689499800,427146800
기타금융,433419900,74008400,-359411500
연기금 등,562863861400,521001620900,-41862240500
기관합계,744852583000,714053002600,-30799580400
기타법인,3910086800,1644287800,-2265799000
개인,254385784700,136685319700,-117700465000
외국인,286484137528,437678995828,151194858300
기타외국인,733976800,304962900,-429013900
전체,1290366568828,1290366568828,0
