투자자구분,매도,매수,순매수
금융투자,68176788400,164532872900,96356084500
보험,16252445900,8887389200,-7365056700
투신,42148038500,21221863900,-20926174600
사모,30609595700,5486148000,-25123447700
은행,1219030000,21766800,-1197263200
기타금융,326681500,319885500,-6796000
연기금 등,516775876200,482854582800,-33921293400
기관합계,675508456200,683324509100,7816052900
기타법인,8881803200,2134473000,-6747330200
개인,377388869400,102248775400,-275140094000
외국인,227640293700,503013011000,275372717300
기타외국인,1491664400,190318400,-1301346000
전체,1290911086900,1290911086900,0
