Date,MOM
2019-01-02,-0.34078212290502796
2019-01-02,-0.29001203369434414
2019-01-02,-0.34078212290502796
2019-01-02,-0.29001203369434414
2019-01-03,-0.2832298136645963
2019-01-03,-0.3782327586206896
2019-01-03,-0.2832298136645963
2019-01-03,-0.3782327586206896
2019-01-04,-0.36659436008676793
2019-01-04,-0.2763320941759604
2019-01-04,-0.36659436008676793
2019-01-04,-0.2763320941759604
2019-01-07,-0.23735408560311289
2019-01-07,-0.3656957928802589
2019-01-07,-0.23735408560311289
2019-01-07,-0.3656957928802589
2019-01-08,-0.25287356321839083
2019-01-08,-0.32681242807825084
2019-01-08,-0.25287356321839083
2019-01-08,-0.32681242807825084
2019-01-09,-0.25634517766497467
2019-01-09,-0.35248618784530383
2019-01-09,-0.25634517766497467
2019-01-09,-0.35248618784530383
2019-01-10,-0.26507537688442206
2019-01-10,-0.3521594684385382
2019-01-10,-0.26507537688442206
2019-01-10,-0.3521594684385382
2019-01-11,-0.36403508771929827
2019-01-11,-0.2892156862745098
2019-01-11,-0.36403508771929827
2019-01-11,-0.2892156862745098
2019-01-14,-0.35698689956331875
2019-01-14,-0.2937649880095923
2019-01-14,-0.35698689956331875
2019-01-14,-0.2937649880095923
2019-01-15,-0.28846153846153844
2019-01-15,-0.36138079827400216
2019-01-15,-0.28846153846153844
2019-01-15,-0.36138079827400216
2019-01-16,-0.35964912280701755
2019-01-16,-0.2727272727272727
2019-01-16,-0.35964912280701755
2019-01-16,-0.2727272727272727
2019-01-17,-0.28927680798004984
2019-01-17,-0.3877551020408163
2019-01-17,-0.28927680798004984
2019-01-17,-0.3877551020408163
2019-01-18,-0.27503168567807346
2019-01-18,-0.3721185510428101
2019-01-18,-0.27503168567807346
2019-01-18,-0.3721185510428101
2019-01-21,-0.39139784946236555
2019-01-21,-0.27806122448979587
2019-01-21,-0.39139784946236555
2019-01-21,-0.27806122448979587
2019-01-22,-0.35300794551645853
2019-01-22,-0.41836734693877553
2019-01-22,-0.35300794551645853
2019-01-22,-0.41836734693877553
2019-01-23,-0.3989795918367347
2019-01-23,-0.3418994413407821
2019-01-23,-0.3989795918367347
2019-01-23,-0.3418994413407821
2019-01-24,-0.41321499013806706
2019-01-24,-0.31999999999999995
2019-01-24,-0.41321499013806706
2019-01-24,-0.31999999999999995
2019-01-25,-0.3824130879345603
2019-01-25,-0.3049482163406214
2019-01-25,-0.3824130879345603
2019-01-25,-0.3049482163406214
2019-01-28,-0.3922155688622755
2019-01-28,-0.3500533617929562
2019-01-28,-0.3922155688622755
2019-01-28,-0.3500533617929562
2019-01-29,-0.3723296032553408
2019-01-29,-0.3704081632653061
2019-01-29,-0.3723296032553408
2019-01-29,-0.3704081632653061
2019-01-30,-0.36577868852459017
2019-01-30,-0.36185567010309283
2019-01-30,-0.36577868852459017
2019-01-30,-0.36185567010309283
2019-01-31,-0.3586278586278586
2019-01-31,-0.40900383141762453
2019-01-31,-0.3586278586278586
2019-01-31,-0.40900383141762453
2019-02-01,-0.337909186906019
2019-02-01,-0.38649706457925637
2019-02-01,-0.337909186906019
2019-02-01,-0.38649706457925637
2019-02-07,-0.3453009503695882
2019-02-07,-0.38247011952191234
2019-02-07,-0.3453009503695882
2019-02-07,-0.38247011952191234
2019-02-08,-0.33037694013303764
2019-02-08,-0.398406374501992
2019-02-08,-0.33037694013303764
2019-02-08,-0.398406374501992
2019-02-11,-0.3794178794178794
2019-02-11,-0.40891089108910894
2019-02-11,-0.3794178794178794
2019-02-11,-0.40891089108910894
2019-02-12,-0.3770833333333333
2019-02-12,-0.41487279843444225
2019-02-12,-0.3770833333333333
2019-02-12,-0.41487279843444225
2019-02-13,-0.36305732484076436
2019-02-13,-0.40594059405940597
2019-02-13,-0.36305732484076436
2019-02-13,-0.40594059405940597
2019-02-14,-0.3553149606299213
2019-02-14,-0.31699687174139723
2019-02-14,-0.3553149606299213
2019-02-14,-0.31699687174139723
2019-02-15,-0.32748538011695905
2019-02-15,-0.28792569659442724
2019-02-15,-0.32748538011695905
2019-02-15,-0.28792569659442724
2019-02-18,-0.3317757009345794
2019-02-18,-0.2878486055776892
2019-02-18,-0.3317757009345794
2019-02-18,-0.2878486055776892
2019-02-19,-0.3087954110898662
2019-02-19,-0.27627627627627627
2019-02-19,-0.3087954110898662
2019-02-19,-0.27627627627627627
2019-02-20,-0.24024640657084184
2019-02-20,-0.25176946410515677
2019-02-20,-0.24024640657084184
2019-02-20,-0.25176946410515677
2019-02-21,-0.24382716049382713
2019-02-21,-0.2113733905579399
2019-02-21,-0.24382716049382713
2019-02-21,-0.2113733905579399
2019-02-22,-0.20128479657387577
2019-02-22,-0.22854188210961734
2019-02-22,-0.20128479657387577
2019-02-22,-0.22854188210961734
2019-02-25,-0.19242902208201895
2019-02-25,-0.21068859198355605
2019-02-25,-0.19242902208201895
2019-02-25,-0.21068859198355605
2019-02-26,-0.20105263157894737
2019-02-26,-0.21265560165975106
2019-02-26,-0.20105263157894737
2019-02-26,-0.21265560165975106
2019-02-27,-0.20625000000000004
2019-02-27,-0.21443298969072166
2019-02-27,-0.20625000000000004
2019-02-27,-0.21443298969072166
2019-02-28,-0.23455497382198953
2019-02-28,-0.22808870116156288
2019-02-28,-0.23455497382198953
2019-02-28,-0.22808870116156288
2019-03-04,-0.1958333333333333
2019-03-05,-0.20837696335078537
2019-03-06,-0.21123829344432887
2019-03-07,-0.2839622641509434
2019-03-08,-0.30327868852459017
2019-03-11,-0.2919776119402985
2019-03-12,-0.2768199233716475
2019-03-13,-0.3359106529209622
