news_title,news_category,news_date
우크라 협상 기대감에 원·달러 환율 1220원 아래로,경제·금융경제동향,2022.03.29
금리 인상에 거침없는 연준…한은은 왜 속도를 낼 수 없나 [조지원의 BOK리포트],경제·금융경제동향,2022.03.29
추락하는 엔화…100엔당 996원,국제국제일반,2022.03.28
'엔저의 귀환'…엔달러 환율 6년 만에 123엔 돌파,국제국제일반,2022.03.28
"""인플레·경기위험 동시 확산 우려…균형 있는 통화정책 고민""",경제·금융경제동향,2022.03.24
[시론] 한국은행의 금리정책 과제,오피니언사외칼럼,2022.03.23
6년만에 ‘엔저의 공습’…日과 수출경합 벌이는 韓 경제엔 악재,경제·금융경제동향,2022.03.22
[투자의 창] 고전하는 유럽과 달러의 미래,오피니언사외칼럼,2022.03.21
인상 두번 그치면 한미 금리역전…총재 부재 속 고민 커지는 한은,경제·금융경제동향,2022.03.17
금리 동결하고 인상 깜빡이 켠 매파들…올릴 수 있을까? 언제쯤? [조지원의 BOK리포트],경제·금융경제동향,2022.03.16
"4월부터 통화정책 수장 공백…文·尹, 전격 인선 가능성도",경제·금융경제동향,2022.03.15
[사설] 초유의 ‘더블 스톰’…文정부의 마지막 소임이다,오피니언사설,2022.03.14
1년 10개월 만에 환율 1242원 돌파…코로나 고점마저 넘을까,경제·금융경제동향,2022.03.14
[뒷북경제] 스태그플레이션 공포를 아는 한은의 심상찮은 물가 경고,경제·금융경제동향,2022.03.12
'유가하락·새정부' 날개 단 코스피 2% '쑥'…4거래일 만 반등 성공 [마감시황],증권국내증시,2022.03.10
한은 “러시아 디폴트에 경기 하방·물가 상방 위험…스태그는 아냐”,경제·금융경제동향,2022.03.10
한은 “우크라 사태로 물가 더 오를 수도”…추가 금리 인상 시사,경제·금융경제동향,2022.03.10
"[사설] 정권 이양기 퍼펙트스톰, ‘워룸’ 설치해 비상플랜 가동해야",오피니언사설,2022.03.09
"美 금리 올리기도 전인데…""이대로면 환율 1300원대도 위협""",경제·금융경제동향,2022.03.07
[사설] 5년 만에 물가회의 대책이 기업 팔 비틀기 수준인가,오피니언사설,2022.03.04
고물가 속 경기 둔화 조짐에 한은 고민…금리 인상 차질 없나,경제·금융경제동향,2022.03.02
"[뒷북경제] ‘인플레 파이터’로 돌아온 한은, 힘든 싸움 예상",경제·금융경제동향,2022.02.26
① 수출 역대 최대라지만…에너지 수입 급증에 석달째 무역적자 [정치권의 韓경제 4대 착시],경제·금융경제동향,2022.02.23
"채권 전문가 10명 중 9명…""24일 한은 기준금리 동결"" 전망",증권국내증시,2022.02.22
무역 적자 커지며 보유외환도 감소…'3월 위기설'까지 나돌아,경제·금융경제동향,2022.02.21
[이번 주 증시 전망] 우크라이나發 지정학 위기에 코스피 '안갯속',증권국내증시,2022.02.21
美 금리인상 코앞인데 확진자는 폭증…이주열의 '마지막 고민',경제·금융경제동향,2022.02.20
"정부 ""공급망 차질·통화정책 전환 가능성 속 경제 불확실성 확대""",경제·금융경제동향,2022.02.18
[사설] 물가 폭등 잡겠다는 대책이 '완장’ 차고 겁박하는 건가,정치대통령실,2022.02.18
“인플레이션 이길 ETF”…삼성운용 KODEX 5종 추천,증권증권일반,2022.02.17
"삼성운용 ""고물가 시대엔 리츠·탄소배출권 ETF가 제격""",증권종목·투자전략,2022.02.17
"코스피, 3중 악재에 한달새 300P 뚝…코스닥은 15개월來 최저",증권국내증시,2022.02.15
"""美 긴축, 오미크론보다 큰 충격""…洪, 한은에 국채 매입 SOS",경제·금융경제동향,2022.02.11
리라화 폭락에 금 모으는 터키…英 노신사는 ‘생활고’ 피켓 시위,국제정치·사회,2022.02.10
[기자의 눈] 확장재정 인플레에 녹아버린다,경제·금융경제동향,2022.02.10
계란부터 돼지고기까지 안 오른게 없다…올 4%대 물가 우려,경제·금융경제동향,2022.02.04
원·달러 환율 1206원 돌파…유가와 동반상승하며 수입물가 압박,경제·금융경제동향,2022.02.03
올해 수출 심상찮다…1월 무역적자 역대 최대에 미중 성장세 둔화까지 겹쳐,경제·금융경제동향,2022.02.02
[현정택의 세상 보기] 정치권의 3苦 부채질 멈추게 하려면,오피니언사외칼럼,2022.02.02
“과거 경험 못한 미국발 긴축 쓰나미…연준도 충격 여파 자신 못할 듯” [청론직설],경제·금융경제동향,2022.02.02
"유가, 환율 동시에 오르며 국민들 체감유가는 배럴당 100달러 넘어서…물가 4% 비상",경제·금융경제동향,2022.02.02
기업 규제 리스크 겹쳐 外人 탈출…코스닥 올 하락률 '세계 1위',증권국내증시,2022.01.27
[글로벌 What] 싱가포르·스리랑카·인니…줄줄이 '돈줄 죄기',국제경제·마켓,2022.01.26
[글로벌 What] 구매력·증시·성장률 '뚝뚝뚝'…돈도 기업도 日열도 떠난다,국제정치·사회,2022.01.16
수입물가 13년來 최대 상승…인플레 자극 계속되나,경제·금융경제동향,2022.01.13
"[SEN투자전략]코스피, 성장주 중심 반등 전망…""美 물가지표·LG엔솔 IPO 부담""",증권종목·투자전략,2022.01.12
한은 추가 금리인상 '속도'...통안채 금리 사상 첫 0.22%P 급등,경제·금융경제동향,2022.01.11
"IMF ""미국 금리인상 시 신흥국 자본유출 위험 대비해야""",국제경제·마켓,2022.01.10
[백상논단] 경제 위기의 징후,경제·금융정책,2022.01.10
"대선 앞두고 고물가·강달러 부담…한은, 14일 금리 인상 예고",경제·금융경제동향,2022.01.09
"17개월만에 '환율 1,200원'…3년물 국채금리도 2% 돌파",경제·금융경제동향,2022.01.06
"더 커진 차이나리스크 경고…""中성장 1%P↓땐 韓 0.5%P↓""",경제·금융경제동향,2022.01.05
'저성장·고물가'에도 韓만 재정 확대…거시 지표 악화 부추겨,경제·금융경제동향,2022.01.05
물가 불안에 환율도 오름세…이달 금리인상 한 발 더,경제·금융경제동향,2022.01.03
"""美, 올 물가 5~6% 상승...연준, 공격적 금리 인상 나설 것""",국제경제·마켓,2022.01.02
