투자자구분,매도,매수,순매수
금융투자,168916855500,158539317400,-10377538100
보험,1625031000,4075398400,2450367400
투신,28282578700,18476287600,-9806291100
사모,39362172500,11958061700,-27404110800
은행,360292700,473614400,113321700
기타금융,60744000,271696200,210952200
연기금 등,623541001000,633677199300,10136198300
기관합계,862148675400,827471575000,-34677100400
기타법인,10864811900,3373431000,-7491380900
개인,268384899400,163693127900,-104691771500
외국인,382668248502,530243802602,147575554100
기타외국인,1641116400,925815100,-715301300
전체,1525707751602,1525707751602,0
