투자자구분,매도,매수,순매수
금융투자,35655511600,139969148000,104313636400
보험,995667200,2732153000,1736485800
투신,13739581700,10774914700,-2964667000
사모,4026960900,34793977200,30767016300
은행,329500000,528000,-328972000
기타금융,86808200,321369300,234561100
연기금 등,176431158500,145258854500,-31172304000
기관합계,231265188100,333850944700,102585756600
기타법인,5698780600,3597500300,-2101280300
개인,231225629900,55829814100,-175395815800
외국인,150945226250,226399522950,75454296700
기타외국인,852218000,309260800,-542957200
전체,619987042850,619987042850,0
