투자자구분,매도,매수,순매수
금융투자,38771503900,230088274500,191316770600
보험,7141890600,4297367200,-2844523400
투신,8233768900,23495434400,15261665500
사모,21433456400,14607415500,-6826040900
은행,752875300,2210511500,1457636200
기타금융,603100900,1180017600,576916700
연기금 등,222676685300,217137045600,-5539639700
기관합계,299613281300,493016066300,193402785000
기타법인,28237569100,5111274500,-23126294600
개인,906430679800,209934100200,-696496579600
외국인,146279467000,675593765900,529314298900
기타외국인,3997018200,902808500,-3094209700
전체,1384558015400,1384558015400,0
