투자자구분,매도,매수,순매수
금융투자,73708458900,187224455900,113515997000
보험,5760946900,4169099300,-1591847600
투신,27985672600,19059463200,-8926209400
사모,5024811500,49267145300,44242333800
은행,330414200,490944400,160530200
기타금융,1432114000,322939500,-1109174500
연기금 등,465685242800,435650308000,-30034934800
기관합계,579927660900,696184355600,116256694700
기타법인,6438176400,6107446000,-330730400
개인,296172104200,134512260400,-161659843800
외국인,348930253950,395121352250,46191098300
기타외국인,1016593100,559374300,-457218800
전체,1232484788550,1232484788550,0
