투자자구분,매도,매수,순매수
금융투자,236318670300,100979056700,-135339613600
보험,5652102200,6947881600,1295779400
투신,21012253900,14172469600,-6839784300
사모,26621605100,12621299200,-14000305900
은행,99827300,341501600,241674300
기타금융,25222300,152615900,127393600
연기금 등,561218124400,550599483600,-10618640800
기관합계,850947805500,685814308200,-165133497300
기타법인,4863697400,3559243900,-1304453500
개인,157706667500,167587671300,9881003800
외국인,201677062339,357956502639,156279440300
기타외국인,467033800,744540500,277506700
전체,1215662266539,1215662266539,0
