투자자구분,매도,매수,순매수
금융투자,240551253400,107447943600,-133103309800
보험,2156054500,3734170900,1578116400
투신,21340187000,16804585400,-4535601600
사모,22824680100,27781560000,4956879900
은행,493624600,3256761300,2763136700
기타금융,2211408000,207311600,-2004096400
연기금 등,510049659900,547563092000,37513432100
기관합계,799626867500,706795424800,-92831442700
기타법인,7868033400,6635002000,-1233031400
개인,361230194400,285629391700,-75600802700
외국인,373215599693,545184852493,171969252800
기타외국인,3096585100,792609100,-2303976000
전체,1545037280093,1545037280093,0
