투자자구분,매도,매수,순매수
금융투자,138866396200,15217837600,-123648558600
보험,4617634800,1884914200,-2732720600
투신,4898177400,21360148400,16461971000
사모,3823542000,25445463900,21621921900
은행,671706100,1546600,-670159500
기타금융,668690200,518848600,-149841600
연기금 등,280658603800,290895281400,10236677600
기관합계,434204750500,355324040700,-78880709800
기타법인,12235355000,6417286500,-5818068500
개인,731569699900,278356597400,-453213102500
외국인,190473789650,729755289850,539281500200
기타외국인,2185297100,815677700,-1369619400
전체,1370668892150,1370668892150,0
