투자자구분,매도,매수,순매수
금융투자,92273721100,137182958300,44909237200
보험,5789049200,5329159000,-459890200
투신,32585605700,5803586200,-26782019500
사모,14971515100,10906352400,-4065162700
은행,210548400,79216100,-131332300
기타금융,1034851600,80022100,-954829500
연기금 등,399868005700,418918991000,19050985300
기관합계,546733296800,578300285100,31566988300
기타법인,10740703100,8094829100,-2645874000
개인,265850056800,180192618500,-85657438300
외국인,321909934993,379447837393,57537902400
기타외국인,1158121900,356543500,-801578400
전체,1146392113593,1146392113593,0
