투자자구분,매도,매수,순매수
금융투자,227816896000,147050720800,-80766175200
보험,29056076000,10654632900,-18401443100
투신,56559666900,31687468900,-24872198000
사모,17154772900,28810161100,11655388200
은행,1139947400,1921897500,781950100
기타금융,640637500,5477769200,4837131700
연기금 등,729162369000,719598314600,-9564054400
기관합계,1061530365700,945200965000,-116329400700
기타법인,44505826700,13428815400,-31077011300
개인,1095585398200,655114264500,-440471133700
외국인,1608570935062,2200196248062,591625313000
기타외국인,5556544000,1808776700,-3747767300
전체,3815749069662,3815749069662,0
