투자자구분,매도,매수,순매수
금융투자,129136584900,60646738400,-68489846500
보험,17886562700,5392341500,-12494221200
투신,23428379100,17224675000,-6203704100
사모,7067510100,21732267900,14664757800
은행,682718900,1014184100,331465200
기타금융,81742900,3089198000,3007455100
연기금 등,429408792400,434123952800,4715160400
기관합계,607692291000,543223357700,-64468933300
기타법인,28843175800,6825990800,-22017185000
개인,727729644500,369935171100,-357794473400
외국인,606787160526,1053989011726,447201851200
기타외국인,3970580500,1049321000,-2921259500
전체,1975022852326,1975022852326,0
