투자자구분,매도,매수,순매수
금융투자,166391699400,104584594700,-61807104700
보험,4036135200,4271354600,235219400
투신,4598567600,14854871100,10256303500
사모,42579379500,16519400000,-26059979500
은행,683426300,169015800,-514410500
기타금융,423745000,245665300,-178079700
연기금 등,534038593900,545451926600,11413332700
기관합계,752751546900,686096828100,-66654718800
기타법인,13604782900,3338573300,-10266209600
개인,495777502400,241785410100,-253992092300
외국인,388685317269,720924028469,332238711200
기타외국인,2581118800,1255428300,-1325690500
전체,1653400268269,1653400268269,0
