날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,43700,45500,43350,44450,258857,1.94954128440367
2024-06-04,44450,44750,43200,43250,197006,-2.699662542182227
2024-06-05,43350,43450,42550,42650,159840,-1.3872832369942196
2024-06-07,42500,43800,42500,42950,120800,0.7033997655334115
2024-06-10,42600,43200,42200,42700,121383,-0.5820721769499418
2024-06-11,42750,43300,42700,43250,78384,1.288056206088993
2024-06-12,43000,43350,42950,43300,57074,0.11560693641618498
2024-06-13,43000,44250,43000,43200,280884,-0.23094688221709006
2024-06-14,42800,43800,42800,43450,138362,0.5787037037037037
2024-06-17,43800,43950,43450,43650,97368,0.46029919447640966
2024-06-18,43900,44050,43450,43550,100853,-0.22909507445589922
2024-06-19,43950,44400,43200,44250,110924,1.6073478760045925
2024-06-20,44250,44850,43800,44600,117244,0.7909604519774011
2024-06-21,44600,57500,44200,53900,4390881,20.85201793721973
2024-06-24,50800,51500,45900,45900,3164521,-14.842300556586272
2024-06-25,46950,48650,45550,45800,1354311,-0.2178649237472767
2024-06-26,46050,46600,44800,45700,575147,-0.21834061135371177
2024-06-27,45000,46400,44900,46250,314460,1.2035010940919038
2024-06-28,46050,47650,46000,46900,441610,1.4054054054054055
