Date,HML
2022-10-04,0.0
2022-10-05,0.006748435081748976
2022-10-06,-0.007272423542775426
2022-10-07,0.010548401947803859
2022-10-11,0.01261293166339687
2022-10-12,0.020274704862655812
2022-10-13,0.006900770738123377
2022-10-14,-0.01571877428567577
2022-10-17,0.02792086640559373
2022-10-18,0.010248573867284394
2022-10-19,0.0046423871363352465
2022-10-20,0.027509542304314943
2022-10-21,0.009765420182167786
2022-10-24,0.007876886040947939
2022-10-25,-0.001377804188624654
2022-10-26,-0.005489035896079927
2022-10-27,0.020688615010041562
2022-10-28,0.014119807174748738
2022-10-31,0.011127221127339066
2022-11-01,0.004574525322192416
2022-11-02,-0.018024457909413687
2022-11-03,0.017454194831668136
2022-11-04,0.007138773534027809
2022-11-07,-0.005814881845421819
2022-11-08,-0.03276836246057091
2022-11-09,-0.0011557342275435208
2022-11-10,0.023279598026509623
2022-11-11,0.0059217482740826135
2022-11-14,0.029390202535609533
2022-11-15,-0.005437494323197843
2022-11-16,0.05184603008492654
2022-11-17,9.596301922184212e-05
2022-11-18,0.0013800570619079875
2022-11-21,-0.007071676180863054
2022-11-22,-0.0022579536386245773
2022-11-23,-0.003457178525587838
2022-11-24,0.01566670105669595
2022-11-25,-0.0019716020794890987
2022-11-28,0.0009017747265459945
2022-11-29,-0.012849981449765383
2022-11-30,-0.00246426729824704
2022-12-01,-0.007542835568943086
2022-12-02,0.012734762462939326
2022-12-05,0.0030953204827038894
2022-12-06,-0.0673366038385397
2022-12-07,0.025464585197044122
2022-12-08,-0.046257047204182666
2022-12-09,0.005660274578267825
2022-12-12,-0.003116991613435445
2022-12-13,0.0035300079628347945
2022-12-14,-0.007481758806892724
2022-12-15,-0.015952016607378623
2022-12-16,-0.08485625860398704
2022-12-19,0.013390986605820016
2022-12-20,-0.01162941285297751
2022-12-21,0.012118589640549089
2022-12-22,-0.004914335586082749
2022-12-23,-0.0060673649439413335
2022-12-26,0.022916911037395238
2022-12-27,-0.015022796909093323
2022-12-28,0.011959247155317895
2022-12-29,0.0017170763014049024
