Date,HML
2022-01-03,0.0
2022-01-04,-0.006556498662604013
2022-01-05,-0.007997694581247519
2022-01-06,-0.006168764188917252
2022-01-07,0.005884834507110105
2022-01-10,-0.007470291707478766
2022-01-11,0.00447236956052967
2022-01-12,0.0038645968759399244
2022-01-13,0.0010709496897852975
2022-01-14,0.0038524677649063254
2022-01-17,-0.002807365430387532
2022-01-18,0.0019129943040677166
2022-01-19,-0.0037548234237501027
2022-01-20,0.002194717618889201
2022-01-21,-0.004348811424477583
2022-01-24,-0.0015521886218790928
2022-01-25,-0.00543480247186344
2022-01-26,-0.001780459308348034
2022-01-27,-0.0005201191500431163
2022-01-28,0.0002477356829447344
2022-02-03,0.0007352644878321109
2022-02-04,0.004503216369754074
2022-02-07,0.0011248288437201576
2022-02-08,-0.003008972084751768
2022-02-09,0.0008609570582114156
2022-02-10,-0.004818833647163795
2022-02-11,-0.0043413201874240755
2022-02-14,-0.0013729165268989152
2022-02-15,-0.0022273842327308804
2022-02-16,0.01740537065327165
2022-02-17,0.0018966969771138228
2022-02-18,0.004877657256202546
2022-02-21,0.0035432477407243614
2022-02-22,-0.0008630265986060339
2022-02-23,7.690605166082998e-05
2022-02-24,-0.009756570459813341
2022-02-25,0.011229098284934628
2022-02-28,0.005451306358170628
2022-03-02,0.004671212392344819
2022-03-03,0.0017277497653983096
2022-03-04,-0.0026736742135008897
2022-03-07,-0.00797035714536368
2022-03-08,0.004124624794766189
2022-03-10,0.004828666403178618
2022-03-11,0.003258761225728055
2022-03-14,-0.009328928936494684
2022-03-15,0.004086558544943941
2022-03-16,0.005126517891315062
2022-03-17,0.00984588045679548
2022-03-18,-0.0005349325977259765
2022-03-21,-0.006997420631771181
2022-03-22,8.492571528995532e-05
2022-03-23,0.001656391651300132
2022-03-24,0.0026702278432249424
2022-03-25,0.0011497468900135885
2022-03-28,0.0009455289814161397
2022-03-29,-0.0006982968318216516
2022-03-30,0.006712419881073659
2022-03-31,0.001112062169874646
