날짜,시가,고가,저가,종가,거래량,등락률
2020-10-05,12950,13250,12900,13250,64540,2.7131782945736433
2020-10-06,13350,13350,13100,13200,37310,-0.37735849056603776
2020-10-07,13200,13250,13050,13250,25651,0.3787878787878788
2020-10-08,13300,13350,13200,13300,47631,0.37735849056603776
2020-10-12,13400,13500,13350,13500,71756,1.5037593984962405
2020-10-13,13550,13600,13350,13450,23990,-0.3703703703703704
2020-10-14,13500,13500,13300,13350,38797,-0.7434944237918215
2020-10-15,13350,13400,13200,13250,41638,-0.7490636704119851
2020-10-16,13300,13400,13050,13150,46024,-0.7547169811320755
2020-10-19,13300,13350,13150,13200,34046,0.38022813688212925
2020-10-20,13150,13200,13000,13150,60685,-0.3787878787878788
2020-10-21,13200,13400,13150,13350,44491,1.520912547528517
2020-10-22,13250,13400,13250,13350,27692,0.0
2020-10-23,13400,13450,13250,13350,30003,0.0
2020-10-26,13350,13500,13150,13150,63331,-1.4981273408239701
2020-10-27,13100,13250,13000,13200,41742,0.38022813688212925
2020-10-28,13200,13250,13150,13200,19224,0.0
2020-10-29,13000,13100,13000,13100,52623,-0.7575757575757576
2020-10-30,13150,13200,12850,12850,71711,-1.9083969465648856
