날짜,시가,고가,저가,종가,거래량,등락률
2020-10-05,18223,18889,17033,17081,501854,-5.279210336605113
2020-10-06,15368,17224,15368,15749,522914,-7.798138282301973
2020-10-07,16129,16891,15987,16558,274663,5.136834084703791
2020-10-08,16891,17319,16748,17034,191423,2.8747433264887063
2020-10-12,17509,18223,17319,17319,289916,1.673124339556182
2020-10-13,17557,18366,17319,18366,224676,6.045383682660662
2020-10-14,18270,18746,17414,17462,210545,-4.922138734618317
2020-10-15,17509,18318,17414,18223,375519,4.358034589394113
2020-10-16,18223,18461,17129,17890,219093,-1.8273610272732264
2020-10-19,18033,18080,17081,17177,114549,-3.985466741196199
2020-10-20,16938,17414,15939,16606,146049,-3.3242126098853118
2020-10-21,16795,16938,15939,16463,152042,-0.8611345296880646
2020-10-22,16462,16558,15225,15606,216225,-5.205612585798457
2020-10-23,15701,16082,15273,15559,108829,-0.3011662181212354
2020-10-26,15558,15558,14749,14750,111698,-5.199562953917347
2020-10-27,14800,18900,14800,15300,1068471,3.728813559322034
2020-10-28,15450,16700,15400,16500,335561,7.8431372549019605
2020-10-29,15950,16400,15600,16300,130293,-1.2121212121212122
2020-10-30,16300,16350,15750,15800,75693,-3.067484662576687
