날짜,시가총액,거래량,거래대금,상장주식수
2019-10-18,7637672000,433,1825080,1646050
2019-10-21,9925681500,131,789930,1646050
2019-10-22,12888571500,14,109620,1646050
2019-10-23,16707407500,273,2770950,1646050
2019-10-24,21645557500,304,3997600,1646050
2019-10-25,28065152500,293,4995650,1646050
2019-10-28,28065152500,0,0,1646050
2019-10-29,36460007500,680,15062000,1646050
2019-10-30,47323937500,532247,13985180600,1646050
2019-10-31,47323937500,0,0,1646050
2019-11-01,55965700000,480639,16030387450,1646050
2019-11-04,46665517500,347995,11068965450,1646050
2019-11-05,37859150000,291943,7072329800,1646050
2019-11-06,39505200000,303947,7126463950,1646050
2019-11-07,35143167500,136605,2958119400,1646050
2019-11-08,34320142500,150637,3222071750,1646050
2019-11-11,32674092500,110751,2310984700,1646050
2019-11-12,30781135000,74621,1412772050,1646050
2019-11-13,30698832500,60486,1112614400,1646050
2019-11-14,30616530000,51540,953020400,1646050
2019-11-15,32262580000,209556,4173273300,1646050
2019-11-18,31357252500,68666,1316790200,1646050
2019-11-19,29711202500,57057,1040110000,1646050
2019-11-20,27982850000,28829,500008050,1646050
2019-11-21,26172195000,32210,526397400,1646050
2019-11-22,25760682500,22456,346604450,1646050
2019-11-25,26748312500,16074,261089800,1646050
2019-11-26,25925287500,14452,225660900,1646050
2019-11-27,27242127500,21431,348218250,1646050
2019-11-28,25431472500,17378,273537650,1646050
2019-11-29,23950027500,16316,239817950,1646050
2019-12-02,23538515000,31313,441884450,1646050
2019-12-03,30534227500,217178,3920386850,1646050
2019-12-04,27653640000,666852,12264903750,1646050
2019-12-05,24690750000,136457,2087286250,1646050
2019-12-06,24279237500,444225,7075132100,1646050
2019-12-09,23950027500,96990,1437054700,1646050
2019-12-10,24855355000,845717,14892863650,1646050
2019-12-11,29958110000,691613,11880767650,1646050
2019-12-12,28970480000,169552,2980420300,1646050
2019-12-13,37612242500,586457,11694789900,1646050
2019-12-16,48887685000,985159,27556013000,1646050
2019-12-17,46500912500,1630921,50981846950,1646050
2019-12-18,43620325000,713353,20545190200,1646050
2019-12-19,42138880000,343968,9169867300,1646050
2019-12-20,39093687500,216354,5119778300,1646050
2019-12-23,35719285000,150620,3402904650,1646050
2019-12-24,39340595000,763196,18657412550,1646050
2019-12-26,40739737500,769718,19910336850,1646050
2019-12-27,41480460000,627503,16813741100,1646050
2019-12-30,41480460000,324015,8500506100,1646050
