Date,HML
2021-01-04,0.0
2021-01-05,0.006101928695351214
2021-01-06,-0.0013410520849931951
2021-01-07,-0.0005841690095421091
2021-01-08,-0.0018499068444634433
2021-01-11,-0.0006602489496807321
2021-01-12,0.0015719652144055532
2021-01-13,0.0067826269981968775
2021-01-14,0.000838501332419429
2021-01-15,-0.0007385340415970538
2021-01-18,-0.002806998370407914
2021-01-19,0.002462431285820365
2021-01-20,0.007879818398028891
2021-01-21,-0.0035988599474679524
2021-01-22,0.005574516939387273
2021-01-25,0.003627549964447887
2021-01-26,-0.0018534941686458315
2021-01-27,0.0012834517309976527
2021-01-28,0.004069890174930677
2021-01-29,-0.004538680028407755
2021-02-01,0.01036063764925109
2021-02-02,-0.00028968665197329733
2021-02-03,-0.004167317742230484
2021-02-04,-0.0034844079219874336
2021-02-05,-0.0005547907573868038
2021-02-08,-0.0050682493776368805
2021-02-09,0.00014274781224498387
2021-02-10,0.007247465330371352
2021-02-15,0.010306323142264978
2021-02-16,0.0010198732895875372
2021-02-17,-0.003946816819154168
2021-02-18,0.001718835390637453
2021-02-19,0.00020750202215218507
2021-02-22,-0.010986016614931276
2021-02-23,-0.006562532402810114
2021-02-24,-0.002155160841036813
2021-02-25,0.004379484168060346
2021-02-26,0.002844083584747803
2021-03-02,0.0015612552940073997
2021-03-03,-0.003435167956980432
2021-03-04,-0.007786332487359066
2021-03-05,0.0021815506214211606
2021-03-08,-0.010763658817963175
2021-03-09,-0.007177153783407681
2021-03-10,0.0012374396896213937
2021-03-11,-0.002319470049514074
2021-03-12,0.008833227538630962
2021-03-15,0.0022147007512107577
2021-03-16,0.008410729614019443
2021-03-17,0.005191679081070688
2021-03-18,-0.0033878871715799885
2021-03-19,0.0009829453521213271
2021-03-22,-0.0033706968187813043
2021-03-23,-0.0077039315835489616
2021-03-24,0.002495047042037882
2021-03-25,-0.006839632709237001
2021-03-26,0.000589205197000793
2021-03-29,-0.014388808341065314
2021-03-30,0.0013476379661709328
2021-03-31,-0.004892980756804428
