날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,3575,3580,3555,3570,109785,0.42194092827004215
2024-06-04,3570,3580,3530,3550,177572,-0.5602240896358543
2024-06-05,3530,3560,3530,3540,98240,-0.28169014084507044
2024-06-07,3550,3600,3545,3565,160565,0.7062146892655368
2024-06-10,3565,3570,3540,3550,129713,-0.42075736325385693
2024-06-11,3550,3560,3530,3545,103628,-0.14084507042253522
2024-06-12,3550,3555,3525,3540,301182,-0.14104372355430184
2024-06-13,3545,3590,3535,3540,359384,0.0
2024-06-14,3540,3575,3525,3575,287026,0.9887005649717515
2024-06-17,3550,3565,3545,3550,74658,-0.6993006993006993
2024-06-18,3565,3565,3540,3555,262112,0.14084507042253522
2024-06-19,3565,3585,3555,3565,64563,0.2812939521800281
2024-06-20,3575,3590,3560,3590,84696,0.7012622720897616
2024-06-21,3590,3600,3555,3555,133764,-0.9749303621169917
2024-06-24,3550,3565,3535,3555,255878,0.0
2024-06-25,3555,3575,3545,3560,303539,0.14064697609001406
2024-06-26,3550,3570,3540,3560,93492,0.0
2024-06-27,3565,3565,3540,3550,62053,-0.2808988764044944
2024-06-28,3550,3580,3550,3575,117206,0.7042253521126761
