날짜,시가,고가,저가,종가,거래량,등락률
2020-07-01,32869,34564,32288,32289,16649,-2.34098539152527
2020-07-02,33402,41970,31950,41971,146373,29.985443959243085
2020-07-03,37032,41535,36597,36597,234709,-12.804079006933359
2020-07-06,37855,39598,36306,37420,91837,2.248818209142826
2020-07-07,37662,38146,36500,36500,32981,-2.4585783003741315
2020-07-08,38533,40227,36016,37081,87138,1.591780821917808
2020-07-09,37275,38920,36355,37904,56096,2.2194654944580785
2020-07-10,37807,37807,36355,36500,23035,-3.7040945546644153
2020-07-13,36887,38049,35725,36065,35151,-1.1917808219178083
2020-07-14,36113,36984,35338,35339,15537,-2.0130320255094967
2020-07-15,36306,36355,34951,35097,12501,-0.6847958346302951
2020-07-16,35774,36742,34902,35097,15484,0.0
2020-07-17,35193,36210,35145,35532,10785,1.239422172835285
2020-07-20,35822,36403,34951,35290,9293,-0.6810762129911065
2020-07-21,35290,40276,35048,37904,181240,7.407197506375744
2020-07-22,37468,37759,36258,36985,23124,-2.4245462220346137
2020-07-23,36936,37371,35387,35920,20571,-2.879545761795322
2020-07-24,35822,36306,34854,34855,17995,-2.964922048997773
2020-07-27,35725,35919,34612,35145,10449,0.832018361784536
2020-07-28,35822,37420,35338,36500,61414,3.8554559681320244
2020-07-29,38146,38146,36016,36016,28864,-1.3260273972602739
2020-07-30,35871,37178,35822,35823,9559,-0.5358729453576189
2020-07-31,36742,37468,35580,36500,11780,1.889847304804176
