날짜,시가,고가,저가,종가,거래량,등락률
2024-05-02,7030,7110,6800,6840,53029,-3.6619718309859155
2024-05-03,6860,6990,6750,6970,19317,1.9005847953216373
2024-05-07,7160,7160,6850,6950,25475,-0.2869440459110474
2024-05-08,6880,7800,6880,7220,283256,3.884892086330935
2024-05-09,7260,7430,7070,7300,57356,1.10803324099723
2024-05-10,7330,7400,7160,7180,35894,-1.643835616438356
2024-05-13,7120,7170,6960,7040,27244,-1.9498607242339834
2024-05-14,7160,7200,6640,6900,35429,-1.9886363636363635
2024-05-16,7000,7100,6870,6890,19950,-0.14492753623188406
2024-05-17,6900,6900,6700,6730,13865,-2.3222060957910013
2024-05-20,6730,6770,6500,6540,19122,-2.823179791976226
2024-05-21,6580,6760,6400,6490,13168,-0.764525993883792
2024-05-22,6640,6920,6410,6730,29882,3.697996918335902
2024-05-23,6730,6880,6630,6830,12420,1.4858841010401187
2024-05-24,6700,6830,6620,6700,6766,-1.903367496339678
2024-05-27,6610,6890,6590,6690,10198,-0.1492537313432836
2024-05-28,6730,7350,6700,6970,47523,4.185351270553064
2024-05-29,6970,7300,6850,7120,45151,2.1520803443328553
2024-05-30,7230,7340,6990,7000,36672,-1.6853932584269662
2024-05-31,6970,7110,6830,6950,14009,-0.7142857142857143
