Date,HML
2023-01-02,0.0
2023-01-03,0.002127297536338908
2023-01-04,-0.00313423072251158
2023-01-05,0.0007004822538397818
2023-01-06,0.001006624342187552
2023-01-09,-0.00010010781840937358
2023-01-10,-0.00138106612443784
2023-01-11,0.0052875139826128684
2023-01-12,-0.0016662506816137335
2023-01-13,-0.0003394857947852741
2023-01-16,0.002213257773098709
2023-01-17,0.0013654434253968567
2023-01-18,-0.0020626487665711354
2023-01-19,-0.0005741685721383696
2023-01-20,0.0009136916354641452
2023-01-25,0.003415758780405971
2023-01-26,-0.0005671286057351912
2023-01-27,0.0015164798947349314
2023-01-30,0.003844438231662001
2023-01-31,0.0039798478602395895
2023-02-01,-3.7074803061977815e-05
2023-02-02,0.0043139617735114925
2023-02-03,-0.0010196263854653966
2023-02-06,0.0006227031442494519
2023-02-07,0.00816115445829255
2023-02-08,-0.002619703427149891
2023-02-09,0.002432198548661041
2023-02-10,-0.00513501218044752
2023-02-13,-0.0013806158855671456
2023-02-14,0.0009287989748524919
2023-02-15,0.00044356327742908763
2023-02-16,0.00748901232954317
2023-02-17,-0.010594782388009387
2023-02-20,0.0009198561137878187
2023-02-21,-0.0054028996062048
2023-02-22,-0.003476809363585215
2023-02-23,0.002994072462990251
2023-02-24,0.00036694453839653494
2023-02-27,0.0005673361640534322
2023-02-28,0.005762090910326206
2023-03-02,0.003643317124124556
2023-03-03,0.006172762268227417
2023-03-06,0.007489626217612563
2023-03-07,-3.3324341933106336e-06
2023-03-08,-0.0011542835059565777
2023-03-09,-0.0030331980149495693
2023-03-10,0.0006477636265069496
2023-03-13,0.006430608873021411
2023-03-14,0.003689567907930364
2023-03-15,0.004796006123640048
2023-03-16,0.004040032112143516
2023-03-17,0.00878655282584892
2023-03-20,0.007094201964396785
2023-03-21,0.007498445217430457
2023-03-22,0.003423639651618145
2023-03-23,0.0074510646902515194
2023-03-24,0.005958493621757873
2023-03-27,0.006655660728364092
2023-03-28,-7.298761999159457e-05
2023-03-29,0.005848594574056826
2023-03-30,-0.002831126763529336
2023-03-31,0.005810542014434733
