날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,7000,7060,7000,7060,573,-0.14144271570014144
2024-06-04,7060,7060,7060,7060,124,0.0
2024-06-05,7060,7060,7050,7050,18,-0.141643059490085
2024-06-07,7050,7100,7050,7100,43,0.7092198581560284
2024-06-10,7100,7210,7100,7200,210,1.4084507042253522
2024-06-11,7190,7190,7070,7140,1233,-0.8333333333333334
2024-06-12,7140,7140,7140,7140,11,0.0
2024-06-13,7180,7180,7180,7180,29,0.5602240896358543
2024-06-14,7180,7180,7150,7170,109,-0.1392757660167131
2024-06-17,7030,7170,7030,7170,53,0.0
2024-06-18,7190,7190,7060,7180,329,0.1394700139470014
2024-06-19,7180,7180,7070,7100,563,-1.1142061281337048
2024-06-20,7100,7180,7070,7100,144,0.0
2024-06-21,7130,7130,7100,7100,5,0.0
2024-06-24,7120,7120,7100,7100,37,0.0
2024-06-25,7090,7090,7030,7080,584,-0.28169014084507044
2024-06-26,7030,7050,7030,7040,132,-0.5649717514124294
2024-06-27,7000,7100,7000,7070,272,0.4261363636363636
2024-06-28,7170,7170,7000,7000,564,-0.9900990099009901
