Date,SMB
2023-10-04,0.0
2023-10-05,-0.008364602528733833
2023-10-06,0.010811678909084632
2023-10-10,-0.010318596317918316
2023-10-11,-0.007512938334582664
2023-10-12,-0.0017174803474739875
2023-10-13,0.007466027919991847
2023-10-16,0.005517884197208889
2023-10-17,-0.003040759472579868
2023-10-18,-0.004548215802432254
2023-10-19,7.569790613226601e-07
2023-10-20,0.0034058953096247624
2023-10-23,0.0015782109047263182
2023-10-24,0.0005660528298612189
2023-10-25,0.01897467408348097
2023-10-26,0.005621295698824191
2023-10-27,-0.0030011172348254345
2023-10-30,0.006078843617826291
2023-10-31,0.003892918644823662
2023-11-01,-0.002321250403864772
2023-11-02,-0.008285860970599579
2023-11-03,-0.0013135813626814485
2023-11-06,-0.051415095173714676
2023-11-07,0.019259441937770738
2023-11-08,0.009258596137363684
2023-11-09,-0.0035955222467253245
2023-11-10,-0.0006066401748681116
2023-11-13,-0.006583842203588541
2023-11-14,-0.0008530235239085915
2023-11-15,-0.009468610338506211
2023-11-16,0.005709651646211511
2023-11-17,0.00041859722523995835
2023-11-20,-0.0009011386229196283
2023-11-21,-0.0007904354636030231
2023-11-22,0.0008544574935243077
2023-11-23,-0.0013938571540633715
2023-11-24,0.012858371883944009
2023-11-27,-0.0001382456020309064
2023-11-28,-0.010004812765605164
2023-11-29,-0.004572107721749097
2023-11-30,-5.9735640691060965e-05
2023-12-01,0.014095370584506828
2023-12-04,-0.004946445316816206
2023-12-05,0.004380443772821874
2023-12-06,0.005407614002911121
2023-12-07,0.000995463895337556
2023-12-08,-0.007508397909452791
2023-12-11,-0.000524605856226712
2023-12-12,-0.006356261375610073
2023-12-13,0.005705357700092506
2023-12-14,-0.0143591075318652
2023-12-15,-0.0056593697902758144
2023-12-18,0.005945114691506825
2023-12-19,-0.0027545644986703977
2023-12-20,-0.009307082824882684
2023-12-21,0.001287544806088503
2023-12-22,0.0009094877271971225
2023-12-26,-0.006786340889271769
2023-12-27,-0.017892554740828404
2023-12-28,-0.006359069131466111
