Date,SMB
2023-01-02,0.0
2023-01-03,0.0027627322061832826
2023-01-04,-0.008323295208015002
2023-01-05,0.00193280329664125
2023-01-06,-0.005593840700697905
2023-01-09,-0.011405545995558874
2023-01-10,0.0006012547343046126
2023-01-11,0.00592067274472341
2023-01-12,0.000929943834107716
2023-01-13,-0.0059600069528933375
2023-01-16,-0.0037836247473570506
2023-01-17,0.00450422364264258
2023-01-18,0.0007238314432365112
2023-01-19,-0.003431425460185711
2023-01-20,0.0008886132073104847
2023-01-25,-0.010367059896863484
2023-01-26,-0.009941675773142533
2023-01-27,-0.0008805235075883822
2023-01-30,0.011966590334688276
2023-01-31,0.01680789046862763
2023-02-01,-0.00878060690345106
2023-02-02,0.0006731265944639464
2023-02-03,-0.00824118384242023
2023-02-06,0.024713858973705927
2023-02-07,-0.008089106447938366
2023-02-08,-0.009430523370932642
2023-02-09,0.0009690914121746053
2023-02-10,-0.003403358525300715
2023-02-13,0.006676079928440992
2023-02-14,0.00018178636015564464
2023-02-15,0.001382446801929893
2023-02-16,-0.009915158008715341
2023-02-17,0.013401542998390692
2023-02-20,0.007127372302838442
2023-02-21,0.006744169292557611
2023-02-22,0.007170592488926819
2023-02-23,-0.004975650528591169
2023-02-24,-0.0011386794607657347
2023-02-27,0.00365506461552223
2023-02-28,0.00168366324847824
2023-03-02,0.0036175973490242264
2023-03-03,0.0018668514009858583
2023-03-06,-0.00770959732728449
2023-03-07,0.013066675019707041
2023-03-08,0.007089968839762317
2023-03-09,0.0009541989528738526
2023-03-10,-0.006049417112364397
2023-03-13,-0.021372986166313113
2023-03-14,-0.01012047603409505
2023-03-15,0.005627778738058531
2023-03-16,-0.007407393680837648
2023-03-17,0.0020548653267673522
2023-03-20,0.012271732863088358
2023-03-21,-0.002997615192617653
2023-03-22,-0.013466743723295371
2023-03-23,-0.00956117541842405
2023-03-24,0.00872062223787895
2023-03-27,0.003434782699362371
2023-03-28,0.0018529032757397257
2023-03-29,0.00862442074498615
2023-03-30,0.005496463613501756
2023-03-31,-0.012936253815594156
