rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 2 기 반기말,2075034391031,제 1 기말,1492635018021,1,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 반기말,42985930495,제 1 기말,40977456803,2,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 반기말,985334323279,제 1 기말,772662388494,3,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,-표준계정코드 미사용-,미청구공사,-,제 2 기 반기말,251151703116,제 1 기말,248881229761,4,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기 반기말,343643477452,제 1 기말,7734433531,5,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 반기말,134841943967,제 1 기말,88356863738,6,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_Inventories,재고자산,-,제 2 기 반기말,315319514332,제 1 기말,332744153717,7,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 2 기 반기말,1757498390,제 1 기말,1278491977,8,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 2 기 반기말,1993918584118,제 1 기말,1939876534956,9,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기 반기말,493169647588,제 1 기말,484725487796,10,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_PropertyPlantAndEquipment,유형자산,-,제 2 기 반기말,1094692158042,제 1 기말,1077626554915,11,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_InvestmentProperty,투자부동산,-,제 2 기 반기말,142935989657,제 1 기말,143815017990,12,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 반기말,170763881948,제 1 기말,12726653965,13,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 반기말,47690568780,제 1 기말,155195335765,14,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 반기말,4559534850,제 1 기말,3379267520,15,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_DeferredTaxAssets,이연법인세자산,-,제 2 기 반기말,40106803253,제 1 기말,62408217005,16,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_Assets,자산총계,-,제 2 기 반기말,4068952975149,제 1 기말,3432511552977,17,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_CurrentLiabilities,유동부채,-,제 2 기 반기말,2347062255841,제 1 기말,1999317157710,19,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 2 기 반기말,874685769676,제 1 기말,814934650246,20,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,-표준계정코드 미사용-,초과청구공사,-,제 2 기 반기말,302020910424,제 1 기말,254739570870,21,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_ShorttermBorrowings,차입금,-,제 2 기 반기말,931758759684,제 1 기말,746738897302,22,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_OtherCurrentFinancialLiabilities,기타금융부채,-,제 2 기 반기말,15826270589,제 1 기말,2570410202,23,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 반기말,17381753029,제 1 기말,20055456380,24,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 반기말,205388792439,제 1 기말,160278172710,25,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_NoncurrentLiabilities,비유동부채,-,제 2 기 반기말,693921595151,제 1 기말,528483316284,26,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타채무,-,제 2 기 반기말,128859269434,제 1 기말,125456904325,27,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기 반기말,398875159373,제 1 기말,314057207857,28,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기 반기말,7026832686,제 1 기말,1106386611,29,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_PostemploymentBenefitObligations,순확정급여부채,-,제 2 기 반기말,23639250032,제 1 기말,4196883487,30,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기 반기말,135521083626,제 1 기말,83665934004,31,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_Liabilities,부채총계,-,제 2 기 반기말,3040983850992,제 1 기말,2527800473994,32,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_EquityAttributableToOwnersOfParent,지배기업의 소유주지분,-,제 2 기 반기말,942996210882,제 1 기말,904517045623,34,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_IssuedCapital,자본금,-,제 2 기 반기말,46622740000,제 1 기말,46622740000,35,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_SharePremium,주식발행초과금,-,제 2 기 반기말,908686987240,제 1 기말,908732724016,36,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_RetainedEarnings,이익잉여금(결손금),-,제 2 기 반기말,33850999913,제 1 기말,-3638673378,37,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기 반기말,-46164516271,제 1 기말,-47199745015,38,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_NoncontrollingInterests,비지배지분,-,제 2 기 반기말,84972913275,제 1 기말,194033360,39,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_Equity,자본총계,-,제 2 기 반기말,1027969124157,제 1 기말,904711078983,40,KRW,,연결,,,
20190814002747,11012,2019,01316245,BS,재무상태표,ifrs_EquityAndLiabilities,자본과부채총계,-,제 2 기 반기말,4068952975149,제 1 기말,3432511552977,41,KRW,,연결,,,
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,ifrs_Revenue,매출액,-,제 2 기 반기,1063816005386,,,0,KRW,2009583386152,연결,제 1 기 반기,303698761921,303698761921
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,ifrs_CostOfSales,매출원가,-,제 2 기 반기,938306647222,,,1,KRW,1790625082720,연결,제 1 기 반기,269399994394,269399994394
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,ifrs_GrossProfit,매출총이익,-,제 2 기 반기,125509358164,,,2,KRW,218958303432,연결,제 1 기 반기,34298767527,34298767527
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 2 기 반기,59548123781,,,3,KRW,121614023650,연결,제 1 기 반기,16905328010,16905328010
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,-표준계정코드 미사용-,연구개발비,-,제 2 기 반기,6701754454,,,4,KRW,16388732692,연결,제 1 기 반기,2164635752,2164635752
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기 반기,59259479929,,,5,KRW,80955547090,연결,제 1 기 반기,15228803765,15228803765
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 2 기 반기,14443908896,,,6,KRW,21550810606,연결,제 1 기 반기,3200523675,3200523675
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 2 기 반기,2456896451,,,7,KRW,4293634606,연결,제 1 기 반기,2898451274,2898451274
20190814002747,11012,2019,01316245,CIS,포괄손익계산서,ifrs_FinanceIncome,금융수익,-,제 2 기 반기,17429702198,,,8,KRW,31412024778,연결,제 1 기 반기,18194006724,18194006724
