rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 3분기말,407075150778,제 1 기말,438322896156,1,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 3분기말,43978604360,제 1 기말,79257821592,2,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 3분기말,187157540013,제 1 기말,184669279665,3,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기 3분기말,14606449313,제 1 기말,3015347825,4,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 3분기말,39824016391,제 1 기말,46085921955,5,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 3분기말,121508540701,제 1 기말,125294525119,6,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 3분기말,1597025832365,제 1 기말,1214926483116,7,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기 3분기말,4845536249,제 1 기말,4710258452,8,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 3분기말,1422211668103,제 1 기말,1117555202137,9,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 3분기말,75865381717,제 1 기말,74144821677,10,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자,-,제 2 기 3분기말,8901847198,제 1 기말,6691571371,11,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 3분기말,82215170456,제 1 기말,2648654952,12,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 3분기말,119261220,제 1 기말,877899278,13,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 3분기말,2866967422,제 1 기말,8298075249,14,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 3분기말,2004100983143,제 1 기말,1653249379272,15,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 3분기말,622768667721,제 1 기말,685979239465,17,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 2 기 3분기말,236450545611,제 1 기말,275675409413,18,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_ShorttermBorrowings,차입금,-,제 2 기 3분기말,366384652117,제 1 기말,399745562796,19,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 2 기 3분기말,365869272,제 1 기말,,20,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 3분기말,16238604581,제 1 기말,6388339437,21,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 3분기말,3328996140,제 1 기말,4169927819,22,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 3분기말,923069068046,제 1 기말,600021899137,23,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타채무,-,제 2 기 3분기말,12357868866,제 1 기말,12054878779,24,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기 3분기말,892727036112,제 1 기말,582939999868,25,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_PostemploymentBenefitObligations,순확정급여부채,-,제 2 기 3분기말,4938234561,제 1 기말,1510207937,26,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 3분기말,6020323657,제 1 기말,1652556809,27,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기 3분기말,5371523939,제 1 기말,,28,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기 3분기말,1654080911,제 1 기말,1864255744,29,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기 3분기말,1545837735767,제 1 기말,1286001138602,30,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주지분,-,제 2 기 3분기말,458263247376,제 1 기말,367248240670,32,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 3분기말,15950630000,제 1 기말,15950630000,33,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 2 기 3분기말,327697938702,제 1 기말,327697938702,34,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기 3분기말,93554336373,제 1 기말,18284191681,35,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기 3분기말,21060342301,제 1 기말,5315480287,36,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 2 기 3분기말,0,제 1 기말,0,37,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 3분기말,458263247376,제 1 기말,367248240670,38,KRW,,연결,,,
20191114002571,11014,2019,01316236,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기 3분기말,2004100983143,제 1 기말,1653249379272,39,KRW,,연결,,,
