날짜,시가총액,거래량,거래대금,상장주식수
2022-04-01,13032837750,4735,50790200,1212357
2022-04-04,13032837750,9877,103946550,1212357
2022-04-05,12972219900,4241,44662950,1212357
2022-04-06,12911602050,709,7493250,1212357
2022-04-07,12790366350,2106,22305050,1212357
2022-04-08,12911602050,1770,18818050,1212357
2022-04-11,12850984200,3108,33358900,1212357
2022-04-12,13032837750,4649,50060950,1212357
2022-04-13,13154073450,3720,40063900,1212357
2022-04-14,13154073450,1836,19913550,1212357
2022-04-15,13335927000,6511,70638750,1212357
2022-04-18,13396544850,16306,180297550,1212357
2022-04-19,13457162700,6907,75987600,1212357
2022-04-20,14245194750,42577,492767700,1212357
2022-04-21,13881487650,14488,168282850,1212357
2022-04-22,13942105500,11595,134580350,1212357
2022-04-25,13881487650,10003,115386950,1212357
2022-04-26,13820869800,3875,44018000,1212357
2022-04-27,13517780550,6132,67543900,1212357
2022-04-28,13639016250,1901,21180000,1212357
2022-04-29,13699634100,3394,37736550,1212357
2022-05-02,13457162700,4746,52747850,1212357
2022-05-03,13517780550,2993,33480600,1212357
2022-05-04,13093455600,4639,50715750,1212357
2022-05-06,12911602050,3903,41827000,1212357
2022-05-09,12850984200,9555,101547350,1212357
2022-05-10,13214691300,4782,50422800,1212357
2022-05-11,13093455600,2700,29123750,1212357
2022-05-12,12790366350,10767,115504300,1212357
2022-05-13,12911602050,3202,34125100,1212357
2022-05-16,12729748500,5148,53937800,1212357
2022-05-17,12487277100,4749,49494050,1212357
2022-05-18,12729748500,5573,58421600,1212357
2022-05-19,12850984200,3640,38030300,1212357
2022-05-20,12850984200,1055,11133050,1212357
2022-05-23,12790366350,4797,50429050,1212357
2022-05-24,12123570000,8043,81885200,1212357
2022-05-25,12366041400,1415,14422700,1212357
2022-05-26,12426659250,865,8865750,1212357
2022-05-27,12366041400,739,7563900,1212357
2022-05-30,12547894950,1784,18113150,1212357
2022-05-31,12366041400,2042,20919100,1212357
2022-06-02,12426659250,1963,20018200,1212357
2022-06-03,12669130650,3459,35785250,1212357
2022-06-07,12487277100,2412,24637000,1212357
2022-06-08,12547894950,5604,56714300,1212357
2022-06-09,12366041400,4571,46892600,1212357
2022-06-10,12305423550,5953,59869160,1212357
2022-06-13,11990210730,6247,62255860,1212357
2022-06-14,12014457870,3776,38015290,1212357
2022-06-15,12087199290,4851,48058090,1212357
2022-06-16,12123570000,3788,37661550,1212357
2022-06-17,12123570000,3857,38488370,1212357
2022-06-20,11990210730,3728,36540190,1212357
2022-06-21,12050828580,2105,20779120,1212357
2022-06-22,11408279370,2659,25658470,1212357
2022-06-23,10923336570,1290,11800620,1212357
2022-06-24,11141560830,3645,33201510,1212357
2022-06-27,11274920100,603,5568620,1212357
2022-06-28,11323414380,1513,14128120,1212357
2022-06-29,11468897220,660,6255190,1212357
2022-06-30,11323414380,413,3863440,1212357
