Date,MOM
2022-07-01,-0.26349383554994654
2022-07-01,-0.30436676217765035
2022-07-01,-0.26349383554994654
2022-07-01,-0.30436676217765035
2022-07-04,-0.30693159757907973
2022-07-04,-0.2661362482164882
2022-07-04,-0.30693159757907973
2022-07-04,-0.2661362482164882
2022-07-05,-0.29870188919453466
2022-07-05,-0.24757305234401672
2022-07-05,-0.29870188919453466
2022-07-05,-0.24757305234401672
2022-07-06,-0.313344863683947
2022-07-06,-0.2638038306697572
2022-07-06,-0.313344863683947
2022-07-06,-0.2638038306697572
2022-07-07,-0.25141689572133985
2022-07-07,-0.2957988192760056
2022-07-07,-0.25141689572133985
2022-07-07,-0.2957988192760056
2022-07-08,-0.29373788068894724
2022-07-08,-0.2617384046739002
2022-07-08,-0.29373788068894724
2022-07-08,-0.2617384046739002
2022-07-11,-0.29397054099940345
2022-07-11,-0.2664012587012492
2022-07-11,-0.29397054099940345
2022-07-11,-0.2664012587012492
2022-07-12,-0.2671255957252202
2022-07-12,-0.30088170462894925
2022-07-12,-0.2671255957252202
2022-07-12,-0.30088170462894925
2022-07-13,-0.29997483816364356
2022-07-13,-0.26923444290558285
2022-07-13,-0.29997483816364356
2022-07-13,-0.26923444290558285
2022-07-14,-0.30566312816073626
2022-07-14,-0.274095596465741
2022-07-14,-0.30566312816073626
2022-07-14,-0.274095596465741
2022-07-15,-0.2958117582367227
2022-07-15,-0.2636206813934543
2022-07-15,-0.2958117582367227
2022-07-15,-0.2636206813934543
2022-07-18,-0.27265574377487733
2022-07-18,-0.24094959789407588
2022-07-18,-0.27265574377487733
2022-07-18,-0.24094959789407588
2022-07-19,-0.22974999385432293
2022-07-19,-0.2667555929982215
2022-07-19,-0.22974999385432293
2022-07-19,-0.2667555929982215
2022-07-20,-0.2677066648095271
2022-07-20,-0.22727384072704115
2022-07-20,-0.2677066648095271
2022-07-20,-0.22727384072704115
2022-07-21,-0.22014761229776625
2022-07-21,-0.26513598784054526
2022-07-21,-0.22014761229776625
2022-07-21,-0.26513598784054526
2022-07-22,-0.23088503095787305
2022-07-22,-0.2686046780114988
2022-07-22,-0.23088503095787305
2022-07-22,-0.2686046780114988
2022-07-25,-0.22933643771827705
