rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 61 기 1분기말,69330327675951,제 60 기말,66127029212679,7,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 61 기 1분기말,19601887152124,제 60 기말,18977560736022,8,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 61 기 1분기말,3540512452637,제 60 기말,3119516302897,9,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익 - 공정가치 측정 금융자산,-,제 61 기 1분기말,79322626865,제 60 기말,120332611691,10,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익 - 공정가치 측정 금융자산,-,제 61 기 1분기말,55630000,제 60 기말,0,11,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 61 기 1분기말,4760420799643,제 60 기말,4470088756719,12,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 61 기 1분기말,3189392067486,제 60 기말,2800043192354,13,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 61 기 1분기말,1290937923008,제 60 기말,2058270892918,14,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 61 기 1분기말,6741245652485,제 60 기말,6409308979443,15,KRW,,,,,,,연결
20240516001343,11013,2024,00149655,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 61 기 1분기말,49728440523827,제 60 기말,47149468476657,16,KRW,,,,,,,연결
