날짜,시가,고가,저가,종가,거래량,등락률
2020-12-01,3300,3345,3290,3305,85929,-0.6015037593984963
2020-12-02,3305,3375,3305,3345,81316,1.2102874432677762
2020-12-03,3360,3365,3315,3360,65060,0.4484304932735426
2020-12-04,3385,3465,3340,3370,255853,0.2976190476190476
2020-12-07,3435,3495,3395,3425,280673,1.6320474777448073
2020-12-08,3520,3530,3425,3450,238533,0.7299270072992701
2020-12-09,3450,3470,3390,3435,130426,-0.43478260869565216
2020-12-10,3430,3440,3370,3430,122252,-0.1455604075691412
2020-12-11,3440,3495,3410,3490,180867,1.749271137026239
2020-12-14,3500,3570,3480,3510,300149,0.5730659025787965
2020-12-15,3510,3540,3480,3500,74903,-0.2849002849002849
2020-12-16,3510,3520,3460,3480,100215,-0.5714285714285714
2020-12-17,3480,3490,3445,3475,93391,-0.14367816091954022
2020-12-18,3475,3485,3440,3445,117066,-0.8633093525179856
2020-12-21,3425,3500,3425,3460,126401,0.43541364296081275
2020-12-22,3440,3690,3435,3490,804924,0.8670520231213872
2020-12-23,3510,3560,3405,3430,315653,-1.7191977077363898
2020-12-24,3590,4455,3585,3860,12831615,12.536443148688047
2020-12-28,3860,3895,3685,3795,1584497,-1.6839378238341969
2020-12-29,3790,4640,3770,4350,26370815,14.624505928853754
2020-12-30,4305,4350,4130,4195,2784610,-3.5632183908045976
