rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 3분기말,179811181160,제 1 기말,230551464903,1,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 3분기말,52982092558,제 1 기말,94646278024,2,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 2 기 3분기말,58784727456,제 1 기말,54730927752,3,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 2 기 3분기말,906645554,제 1 기말,2903849179,4,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_CurrentDerivativeAsset,파생상품자산,-,제 2 기 3분기말,505602052,제 1 기말,451617842,5,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 3분기말,55131425498,제 1 기말,43435590783,6,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 3분기말,11500688042,제 1 기말,34383201323,7,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 3분기말,363623150259,제 1 기말,263648710535,8,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 3분기말,309193710294,제 1 기말,212154531468,9,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 3분기말,13776093427,제 1 기말,9683082196,10,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기 3분기말,5175365600,제 1 기말,5175365600,11,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채권,-,제 2 기 3분기말,2329752563,제 1 기말,2966342333,12,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 3분기말,27180243755,제 1 기말,28949964282,13,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 3분기말,5967984620,제 1 기말,4719424656,14,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 3분기말,543434331419,제 1 기말,494200175438,15,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 3분기말,139837346168,제 1 기말,184007280616,17,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 2 기 3분기말,39603154282,제 1 기말,37283341630,18,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,기타채무,-,제 2 기 3분기말,12036981135,제 1 기말,48290772448,19,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 2 기 3분기말,61726734751,제 1 기말,45110254174,20,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기차입금,-,제 2 기 3분기말,6900306541,제 1 기말,43364503048,21,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_CurrentPortionOfBonds,유동성장기유동화채무,-,제 2 기 3분기말,7500000000,제 1 기말,,22,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_CurrentDerivativeLiabilities,파생상품부채,-,제 2 기 3분기말,197121162,제 1 기말,2377756627,23,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 3분기말,2549961879,제 1 기말,5296223245,24,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentProvisions,충당부채,-,제 2 기 3분기말,416239317,제 1 기말,,25,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 2 기 3분기말,1897257825,제 1 기말,1896788512,26,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 3분기말,7009589276,제 1 기말,387640932,27,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 3분기말,248249195338,제 1 기말,169560785857,28,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기 3분기말,157977856432,제 1 기말,95258327367,29,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기유동화채무,-,제 2 기 3분기말,22091046268,제 1 기말,,30,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_PostemploymentBenefitObligations,퇴직급여부채,-,제 2 기 3분기말,5953128454,제 1 기말,4666299285,31,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,-표준계정코드 미사용-,장기기타채무,-,제 2 기 3분기말,262822473,제 1 기말,284501043,32,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentProvisions,충당부채,-,제 2 기 3분기말,736747960,제 1 기말,938083408,33,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 3분기말,1374392552,제 1 기말,1374392552,34,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,-,제 2 기 3분기말,5482833899,제 1 기말,6833582202,35,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기 3분기말,54370367300,제 1 기말,60205600000,36,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기 3분기말,388086541506,제 1 기말,353568066473,37,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기 3분기말,155347789913,제 1 기말,140632108965,39,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 3분기말,3960220800,제 1 기말,3960220800,40,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 3분기말,127293752427,제 1 기말,127293752427,41,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 2 기 3분기말,-36713243,제 1 기말,-36713243,42,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 2 기 3분기말,10588071179,제 1 기말,5087849112,43,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기 3분기말,13542458750,제 1 기말,4326999869,44,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 3분기말,155347789913,제 1 기말,140632108965,45,KRW,,연결
20201124000190,11014,2020,01412822,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기 3분기말,543434331419,제 1 기말,494200175438,46,KRW,,연결
20201124000190,11014,2020,01412822,IS,손익계산서,ifrs-full_Revenue,영업수익(매출액),-,제 2 기 3분기,73959056814,,,0,KRW,220017909737,연결
20201124000190,11014,2020,01412822,IS,손익계산서,ifrs-full_CostOfSales,매출원가,-,제 2 기 3분기,49724265794,,,1,KRW,145205331348,연결
