날짜,시가,고가,저가,종가,거래량,등락률
2021-08-02,40250,40700,39800,40300,22131,1.0025062656641603
2021-08-03,40600,40600,39750,40500,11709,0.49627791563275436
2021-08-04,40500,41100,40100,40650,14313,0.3703703703703704
2021-08-05,40650,40800,40150,40400,11519,-0.6150061500615006
2021-08-06,40200,41200,40200,41000,21516,1.4851485148514851
2021-08-09,41550,41550,40600,40800,318446,-0.4878048780487805
2021-08-10,41200,43300,40750,42800,70155,4.901960784313726
2021-08-11,42800,45650,42700,45000,73402,5.14018691588785
2021-08-12,45600,45600,44500,45200,46049,0.4444444444444444
2021-08-13,44700,47900,41700,44200,169221,-2.2123893805309733
2021-08-17,44600,46850,44600,45700,104556,3.3936651583710407
2021-08-18,45950,46000,44050,44900,48963,-1.75054704595186
2021-08-19,44300,44900,42250,43000,66015,-4.231625835189309
2021-08-20,42650,43350,41500,42000,59008,-2.3255813953488373
2021-08-23,41950,45900,41800,45350,62049,7.976190476190475
2021-08-24,45350,47200,44950,46800,50107,3.197353914002205
2021-08-25,47300,51600,47150,50300,112084,7.478632478632479
2021-08-26,51600,51600,49900,50800,56393,0.9940357852882704
2021-08-27,50400,50700,48100,50600,76765,-0.39370078740157477
2021-08-30,49850,50100,48100,48500,63729,-4.150197628458498
2021-08-31,48500,49050,47650,48450,38702,-0.10309278350515465
