news_title,news_category,news_date
"국민연금, 1년만에 흑자…900조원대 자산도 회복",증권정책,2023.03.31
"한숨돌린 한은, 4월 동결 무게",경제·금융경제동향,2023.03.23
한은 “美 통화정책 기대변화에 따라 국내외 금융시장 수시로 변동”,경제·금융경제·금융일반,2023.03.23
연준 과속 긴축에 문제 터졌는데 금리 안 올리면 더 위험하다고? [조지원의 BOK리포트],경제·금융경제·금융일반,2023.03.21
“정책 의도보다 완화적 기대 형성했다” 이창용 정면 반박한 조윤제 [조지원의 BOK리포트],경제·금융경제·금융일반,2023.03.15
"공공요금 억제 경고한 한은…""경상 적자·환율 상승 부를수도""",경제·금융경제·금융일반,2023.03.14
“물가·성장·금융 보면서 결정”…금리 동결하고도 신중한 금통위,경제·금융경제·금융일반,2023.03.14
‘예측불가’ 연준에 밤잠 설치던 한은…SVB 덕에 금리 인상 부담 덜까 [조지원의 BOK리포트],경제·금융경제·금융일반,2023.03.14
이번엔 환율 22원 넘게 급락…美 통화정책 기대 변화에 널뛰는 원화,경제·금융경제·금융일반,2023.03.13
[다음주 증시 전망] 2400 무너진 코스피…변동성 확대 예상,증권국내증시,2023.03.11
환율 급등하고 외국인 채권자금은 3개월째 순유출,경제·금융경제·금융일반,2023.03.10
"미국發 변동성 '예측불허'…증권가 ""현금 늘릴때""",증권국내증시,2023.03.09
"한은 ""집값 더 떨어진다"" 경고…부동산PF 부실 위험 커져",경제·금융경제·금융일반,2023.03.09
"[오전 시황] 코스피, 긴축 공포에도 상승 출발…외인 매도에 장 초반 보합세",증권국내증시,2023.03.09
환율 하루새 22원 급등…당분간 변동성 장세 지속,경제·금융경제·금융일반,2023.03.08
[마감시황] 기관 8199억 원 매도 폭탄에 코스피 1.3% 하락,증권증권일반,2023.03.08
파월 발언에 환율 또 급등…17.8원 오른 1317.2원 출발,경제·금융경제·금융일반,2023.03.08
"""3월 증시도 FOMC가 ‘변수’…지수 들었다 놨다 할것""",증권국내증시,2023.02.27
[이번주 증시 전망] 박스피 못 벗어나는 증시…中 '양회'에 달렸다,증권국내증시,2023.02.27
[뒷북경제] 1년 만에 멈춘 금통위…안갯속 고속주행의 결말은?,경제·금융경제·금융일반,2023.02.25
"금리 인상기 '끝물', 내 자산 어디에 투자할까?[도와줘요 자산관리]",경제·금융경제·금융일반,2023.02.25
이창용 “집값 하락 속도 둔화는 좋은 징조…정책조합 잘돼 난 행운”,경제·금융경제·금융일반,2023.02.24
[사설] 기준금리 동결…수출 지원 속도전으로 ‘경기 둔화’ 터널 벗어나야,오피니언사설,2023.02.24
물가보다 경기 급했다…금리인상 1년만에 '스톱',경제·금융경제동향,2023.02.23
금리 동결에도…원·달러 환율 1300원 아래로,경제·금융경제동향,2023.02.23
"李 ""안개 짙을땐 기다려야""…6명 중 5명은 최종금리 3.75% 열어뒀다",경제·금융경제·금융일반,2023.02.23
美 금리 더 올린다 해도 심각한 경기 침체…1년 만에 멈춰 선 금통위,경제·금융경제·금융일반,2023.02.23
긴축으로 쏠린 시장…고민 깊어진 금통위,경제·금융경제·금융일반,2023.02.22
美 연준 금리 전망에 널뛰는 원화…환율 10.3원 오른 1306.2원,경제·금융경제·금융일반,2023.02.22
금리 인상 사이클 변곡점될까…9가지 질문으로 본 2월 금통위 [조지원의 BOK리포트],경제·금융경제·금융일반,2023.02.22
"채권전문가 66% ""한은 23일 금리 동결할것""",증권채권,2023.02.21
이창용 “공공요금 안 올리면 오히려 물가에 부정적…적절히 올려야”,경제·금융경제·금융일반,2023.02.21
"[이번주 증시 전망] 2450선 횡보하는 코스피…""2월 CPI 발표 전까지 박스피 이어질 것""",증권국내증시,2023.02.20
"日, GDP 세계 3위 ‘흔들’…엔저 탓에 獨과 차이 좁혀져",국제정치·사회,2023.02.19
[다음주 증시전망] 박스권 예상…킹달러 공포에 조정 가능성도,경제·금융경제·금융일반,2023.02.18
되살아난 인플레 공포…환율 장중 1300원 재돌파,경제·금융경제동향,2023.02.17
보름새 80원 뛴 환율…금리 동결땐 '원화 약세' 기름부을 수도,경제·금융경제·금융일반,2023.02.17
美 긴축 우려 고조에 환율 두 달 만에 1290원 돌파,경제·금융경제·금융일반,2023.02.17
"미쓰이 스미토모 파이낸셜그룹, 일본 금리인상에 수익성 개선 기대[글로벌 핫스톡]",증권해외증시,2023.02.16
원·달러 환율 급등 …장중 1284원 돌파,경제·금융경제·금융일반,2023.02.15
경상수지 불안에 美 CPI 발표…원·달러 환율 또 1300원 뚫나,경제·금융경제·금융일반,2023.02.13
[다음주 증시전망] 일희일비하는 글로벌 증시…증권가 전망도 천차만별,증권국내증시,2023.02.11
[시론]기준금리 동결로 물가 안정 가능하다,오피니언사외칼럼,2023.02.08
[백상논단]2023년의 올바른 통화정책,오피니언사외칼럼,2023.02.06
[이번주 증시 전망] 주요국 통화정책 변화·中 부양 정책 기대감…코스피 2410~2540 예상,증권국내증시,2023.02.06
“듣고 싶은 것만 듣다간 큰코다친다” 시장에 쏟아지는 경고 [조지원의 BOK리포트],경제·금융경제·금융일반,2023.02.06
[다음주 증시 전망] 美 54년 만의 최저 실업률…코스피 상승세도 꺾이나,증권국내증시,2023.02.04
"끝없이 추락하는 韓성장률 전망…한경연, 1.9%→1.5% 하향",산업,2023.02.03
10개월만에…원화값 장중 1210원대,경제·금융경제동향,2023.02.02
"""디스인플레·두어 차례"" 꺼낸 파월… '5월 금리 인상 중단론' 힘 실린다",국제경제·마켓,2023.02.02
"[SEN]'비둘기 파월'에 환율, 10개월만에 1,220원 붕괴",증권종목·투자전략,2023.02.02
"신현송 BIS 국장 ""달러 약세일때 되레 수출 잘돼…韓 무역 빠르게 개선될 수도""",경제·금융경제·금융일반,2023.02.01
질문 쏟아낸 사회자 이창용 “달러 어떻게 될까요? 中 경제 5% 성장할까요?”,경제·금융경제·금융일반,2023.02.01
[다음주 증시 전망] 바짝 다가온 올 첫 FOMC…코스피 상승랠리 이어질까,증권국내증시,2023.01.28
[뒷북경제] 고물가 국면 지나갔나…성장률 신경 쓰기 시작한 한은,경제·금융경제·금융일반,2023.01.22
생산자물가 두달 연속 하락…2월 금리 동결 힘실린다,경제·금융경제동향,2023.01.20
