날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2022-06-13,14154.22,14214.61,13974.57,14019.38,10933038,331340346132,116243830649094,14529.320000000002,36.54002018848213,13752.42250418732,14529.320000000002,15306.217495812683,10.694203112226612,0.1718099860351756
2022-06-14,13881.75,14053.53,13789.69,13893.23,45787854,574941141083,115197553377274,14520.2005,34.70316205863445,13718.333667228488,14520.2005,15322.067332771514,11.044845183391415,0.10905572198753573
2022-06-15,13918.52,14025.76,13645.33,13731.58,17932963,378234735663,113851610943909,14511.8,32.45192886043912,13681.10082222262,14511.8,15342.49917777738,11.448602899397457,0.030383548658638928
2022-06-16,13957.57,14059.81,13785.7,13803.37,9535500,297749055216,114444409385056,14505.787,34.48460290486881,13656.609561248819,14505.787,15354.964438751182,11.70811950776861,0.08641329364980009
2022-06-17,13597.19,14081.64,13549.29,14081.64,10885884,501435244282,116746376190811,14501.942000000001,41.795915762820236,13645.841990594548,14501.942000000001,15358.042009405453,11.806694708963152,0.2545251749898389
2022-06-20,14083.64,14090.0,13709.3,13849.25,9834693,271507972256,114815554535336,14491.508500000002,37.98364004027737,13609.328214292473,14491.508500000002,15373.68878570753,12.175133951134612,0.13598228706454513
2022-06-21,13962.83,14081.02,13795.17,13987.11,12707649,341539330886,115957598227027,14475.655999999999,41.39843917860888,13569.51002570225,14475.655999999999,15381.801974297749,12.519584249553175,0.23042643577453686
2022-06-22,13920.41,14165.94,13860.92,13909.85,16500607,434346932015,115315612776560,14442.134,40.066924340983796,13504.880960561866,14442.134,15379.387039438134,12.97942588592702,0.2160403980556338
2022-06-23,13898.19,14122.26,13805.52,13857.72,15892924,466763152271,114871114625041,14414.972,39.15190011733879,13443.652769270977,14414.972,15386.291230729023,13.476533020376632,0.21314683042888208
2022-06-24,13910.7,14381.75,13910.7,14336.13,13534508,517639091909,118837316399018,14393.560000000001,50.35670697906615,13435.199643599539,14393.560000000001,15351.920356400464,13.316515947416239,0.4700373666249586
2022-06-27,14377.98,14438.01,14161.71,14283.4,22366663,507949792148,118404399002379,14364.950999999997,49.27958084073017,13429.581970025185,14364.950999999997,15300.32002997481,13.022933805688755,0.4564070450343039
2022-06-28,14325.55,14370.39,14148.67,14370.39,13135567,328468102300,119125140047982,14340.392499999998,51.13648788923474,13433.097311367863,14340.392499999998,15247.687688632133,12.653700916932857,0.5165312791117224
2022-06-29,14280.06,14393.73,14241.96,14270.7,16296114,451690352170,118307480120432,14305.1965,48.92587410963459,13445.689647083153,14305.1965,15164.703352916848,12.01670809508765,0.47993238804150834
2022-06-30,14299.58,14411.57,14154.39,14156.5,8565628,375714171400,117364707243784,14258.5565,46.44870975564204,13476.565872248604,14258.5565,15040.547127751397,10.96872082039155,0.43474570130497425
2022-07-01,14284.9,14361.14,13874.85,13981.03,43902348,541592319773,115905891846363,14209.860999999999,42.85808175768179,13488.446742561166,14209.860999999999,14931.275257438832,10.153713079091109,0.3414011106376005
2022-07-04,14017.49,14137.56,13909.53,14108.4,20320102,372669478303,116969970049695,14161.591,46.11434057221295,13558.350329126406,14161.591,14764.831670873595,8.519391230457007,0.45591228959830316
2022-07-05,14206.97,14626.49,14129.19,14626.08,14986209,752995053537,121262711978170,14160.0875,56.87169370192772,13561.654086598788,14160.0875,14758.520913401211,8.452397111263776,0.8893436509097312
2022-07-06,14546.29,14802.01,14509.76,14626.0,51901395,942153732372,121261386263980,14152.9275,56.86980428744203,13580.975778370434,14152.9275,14724.879221629566,8.08245109189694,0.9135598181715006
