Date,CHNCPIALLMINMEI
2019-01-01,107.0
2019-02-01,108.1
2019-03-01,107.7
2019-04-01,107.8
2019-05-01,107.8
2019-06-01,107.7
2019-07-01,108.1
2019-08-01,108.9
2019-09-01,109.8
2019-10-01,110.8
2019-11-01,111.2
2019-12-01,111.2
