,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2019-10-18,3083,4006,3083,4006,27177,,,,,,,,
1,2019-10-21,5186,5205,4843,5205,3325917,29.930104842735897,,,,,,,
2,2019-10-22,5405,6708,4957,6090,6081163,17.002881844380404,,,,,,,
3,2019-10-23,6651,6880,4929,5044,3650833,-17.175697865353037,,,,,,,
4,2019-10-24,4853,5776,4467,4834,3679399,-4.163362410785091,,,,,,,
5,2019-10-25,4872,5233,4386,4449,1176976,-7.964418700868846,,,,,,,
6,2019-10-28,4434,4448,3972,3978,663110,-10.586648685097774,,,,,,,
7,2019-10-29,3963,4520,3944,3997,705090,0.4776269482151835,,,,,,,
8,2019-10-30,4396,5195,4282,5196,3771501,29.997498123592692,,,,,,,
9,2019-10-31,5709,6432,5005,5519,5881188,6.216320246343341,,,,,,,
10,2019-11-01,6099,6271,5519,5615,2263992,1.739445551730386,,,,,,,
11,2019-11-04,5538,5547,5176,5205,711797,-7.30186999109528,,,,,,,
12,2019-11-05,5024,5186,4634,4739,511348,-8.952929875120077,,,,,,,
13,2019-11-06,4834,5310,4634,4768,800077,0.6119434479848069,,,,,,,
14,2019-11-07,4815,4853,4572,4625,309312,-2.999161073825503,,50.37221116653222,,,,,
15,2019-11-08,4691,4805,4453,4468,406136,-3.3945945945945946,,48.23528650154541,,,,,
16,2019-11-11,4501,4748,4358,4496,360545,0.6266786034019696,,48.65364718085977,,,,,
17,2019-11-12,4472,4524,4382,4435,209039,-1.3567615658362988,,47.7482666681453,,,,,
18,2019-11-13,4439,4815,4434,4487,454750,1.172491544532131,,48.62591003536383,,,,,
19,2019-11-14,4562,4677,4420,4420,249050,-1.493202585246267,4778.8,47.518430765063925,3677.0206028428374,4778.8,5880.579397157163,46.111132382906284,0.3371724861956103
20,2019-11-15,4529,5519,4529,4715,3184357,6.67420814479638,4814.25,52.63370770142152,3770.0942884320366,4814.25,5858.405711567963,43.3777104042359,0.4524735636167902
21,2019-11-18,5081,5329,4777,4853,673463,2.9268292682926833,4796.65,54.85065586398827,3767.6770606084915,4796.65,5825.622939391507,42.903815762730574,0.5273816724632835
22,2019-11-19,4777,4900,4634,4758,327718,-1.9575520296723676,4730.05,53.011226142668015,3889.3413762783207,4730.05,5570.758623721679,35.547557582760405,0.5166228817044067
23,2019-11-20,4872,5034,4586,4606,286186,-3.1946195880622112,4708.15,50.11537001224504,3878.5493068951782,4708.15,5537.750693104821,35.241047677105506,0.43843423658573727
24,2019-11-21,4472,4610,4448,4463,101516,-3.104646113764655,4689.6,47.487146255706115,3855.505904588697,4689.6,5523.694095411303,35.572078446404944,0.36416400664707943
25,2019-11-22,4434,4515,4239,4358,133679,-2.3526775711404886,4685.05,45.59628860863607,3844.7856427885326,4685.05,5525.314357211468,35.87002730862926,0.30538862728548877
26,2019-11-25,4282,4444,4282,4358,71236,0.0,4704.05,45.59628860863608,3912.8429537725287,4704.05,5495.257046227472,33.63939780518793,0.28131514269874747
27,2019-11-26,4363,4386,4101,4368,82527,0.2294630564479119,4722.6,45.83451259407939,3982.847230488456,4722.6,5462.3527695115445,31.328199276311533,0.2603253312359067
28,2019-11-27,4367,4396,4187,4249,87527,-2.7243589743589745,4675.25,43.399117105244365,3941.5580005888028,4675.25,5408.941999411198,31.386214615740226,0.20951707232593894
29,2019-11-28,4196,4277,4110,4130,61982,-2.800658978583196,4605.8,41.050153189211336,3945.430830519777,4605.8,5266.169169480224,28.675546896531483,0.13974696125312563
30,2019-11-29,4110,4206,4025,4025,72231,-2.5423728813559325,4526.3,39.04218606147892,4002.3007251913423,4526.3,5050.299274808658,23.153537096907314,0.021659643342966956
31,2019-12-02,4082,4277,3911,4016,139880,-0.2236024844720496,4466.85,38.86669406602757,3997.3901934137507,4466.85,4936.3098065862505,21.01972560467667,0.0198204471662584
32,2019-12-03,4168,4986,3968,4335,3343298,7.943227091633466,4446.65,47.81958987941729,3991.211628757524,4446.65,4902.088371242475,20.484561242394854,0.3774257868354301
33,2019-12-04,4315,4315,4011,4049,432773,-6.597462514417532,4410.7,41.895602526401674,3948.9355145748013,4410.7,4872.464485425198,20.938376467463147,0.10835013148862892
34,2019-12-05,4025,4091,3806,3849,210171,-4.939491232403062,4371.9,38.32050310539499,3860.899843444253,4371.9,4882.900156555746,23.376571127232868,-0.011643678863486455
35,2019-12-06,3825,4639,3825,3954,1288312,2.7279812938425563,4346.2,41.15934476695702,3806.236816069838,4346.2,4886.163183930162,24.847599462986604,0.13682709148303115
36,2019-12-09,4034,4115,3944,3968,119672,0.3540718259989884,4319.8,41.545658847118226,3760.433000615877,4319.8,4879.166999384123,25.897819314973983,0.18553740175292727
37,2019-12-10,4034,4900,4025,4149,3221825,4.561491935483871,4305.5,46.44149324945334,3744.0253344985213,4305.5,4866.974665501479,26.081740355428114,0.3606348517432904
38,2019-12-11,4234,4520,4091,4244,764425,2.289708363461074,4293.35,48.86241034657087,3737.6240693471314,4293.35,4849.075930652869,25.887753416463543,0.45559861680196967
39,2019-12-12,4358,4358,4168,4173,161861,-1.6729500471253531,4281.0,47.14716416977619,3726.103613275418,4281.0,4835.896386724582,25.923680762652747,0.4026845348214487
40,2019-12-13,4272,4363,4196,4268,289527,2.27653965971723,4258.65,49.69188172903293,3740.697772473178,4258.65,4776.6022275268215,24.32471452346738,0.5090259289400548
41,2019-12-16,4372,4900,4310,4454,2172440,4.358013120899719,4238.7,54.328395786799284,3787.408032422472,4238.7,4689.991967577528,21.293885746928453,0.7385373721093466
42,2019-12-17,4453,4562,4291,4311,427077,-3.210597215985631,4216.35,50.476697856202854,3830.6333812239927,4216.35,4602.066618776008,18.296233414019596,0.62269370230968
43,2019-12-18,4382,4429,4253,4282,155884,-0.6726977499420088,4200.15,49.707053650499596,3856.312669275141,4200.15,4543.987330724858,16.37262148851153,0.6190243069701722
44,2019-12-19,4363,4367,4253,4273,120307,-0.2101821578701541,4190.65,49.455031481062306,3866.44865823844,4190.65,4514.8513417615595,15.472604095381847,0.6270044095939709
45,2019-12-20,4244,4329,4163,4187,68197,-2.0126374912239644,4182.1,47.00267326176723,3867.1149844833963,4182.1,4497.0850155166045,15.06348559415624,0.5077781477826226
46,2019-12-23,4191,4258,3892,4082,90740,-2.5077621208502507,4168.3,44.12567052566597,3861.2663862050363,4168.3,4475.333613794965,14.731838581434356,0.35946164178357487
