,날짜,시가,고가,저가,종가,거래량,등락률,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
0,2017-01-02,14550,14550,14550,14550,1,0.0,,,,,,,
1,2017-01-03,14550,14550,14150,14450,183,-0.6872852233676976,,,,,,,
2,2017-01-04,14200,15450,14200,14600,359,1.038062283737024,,,,,,,
3,2017-01-05,14600,14650,14250,14350,314,-1.7123287671232876,,,,,,,
4,2017-01-06,14500,14500,14100,14400,231,0.3484320557491289,,,,,,,
5,2017-01-09,14400,14600,14400,14600,63,1.3888888888888888,,,,,,,
6,2017-01-10,14550,14600,14300,14550,259,-0.3424657534246575,,,,,,,
7,2017-01-11,14500,14550,14500,14550,9,0.0,,,,,,,
8,2017-01-12,14550,14900,14450,14850,1664,2.061855670103093,,,,,,,
9,2017-01-13,14500,14800,14500,14500,503,-2.356902356902357,,,,,,,
10,2017-01-16,14600,14800,14500,14650,254,1.0344827586206895,,,,,,,
11,2017-01-17,14550,15450,14500,14900,1480,1.706484641638225,,,,,,,
12,2017-01-18,14900,15500,14550,14700,3549,-1.342281879194631,,,,,,,
13,2017-01-19,14950,16700,14700,15100,12466,2.7210884353741496,,,,,,,
14,2017-01-20,15000,15000,14650,14850,1506,-1.6556291390728477,,55.85696337398705,,,,,
15,2017-01-23,15000,15000,14500,14750,275,-0.6734006734006733,,52.86685434789078,,,,,
16,2017-01-24,14900,15100,14600,14850,505,0.6779661016949152,,55.43594308771109,,,,,
17,2017-01-25,14850,14900,14500,14750,547,-0.6734006734006733,,52.36228233518681,,,,,
18,2017-01-26,14800,14800,14650,14750,124,0.0,,52.36228233518681,,,,,
19,2017-01-31,14750,14750,14400,14550,707,-1.3559322033898304,14662.5,46.39550586819349,14295.246681430923,14662.5,15029.753318569077,5.009422930183492,0.34683596537897626
20,2017-02-01,14650,14650,14450,14600,199,0.3436426116838488,14665.0,47.99110402882,14300.171273060905,14665.0,15029.828726939095,4.97550258355397,0.4109171027383882
21,2017-02-02,14550,14550,14050,14450,1163,-1.0273972602739725,14665.0,43.780813278305395,14300.171273060905,14665.0,15029.828726939095,4.97550258355397,0.20534118598082263
