날짜,시가총액,거래량,거래대금,상장주식수
2023-07-03,140780170000,8122,161467780,7092200
2023-07-04,141205702000,3603,71309500,7092200
2023-07-05,140922014000,5405,106769690,7092200
2023-07-06,138581588000,5783,113434470,7092200
2023-07-07,136383006000,5224,100724900,7092200
2023-07-10,136524850000,4453,84801080,7092200
2023-07-11,138936198000,5105,99763540,7092200
2023-07-12,143617050000,8875,177221530,7092200
2023-07-13,143262440000,4739,96326000,7092200
2023-07-14,145390100000,5870,119720150,7092200
2023-07-17,146099320000,5996,121809700,7092200
2023-07-18,146099320000,3666,74754000,7092200
2023-07-19,142198610000,3258,65509720,7092200
2023-07-20,141134780000,5714,113751990,7092200
2023-07-21,140425560000,4913,96878320,7092200
2023-07-24,136312084000,3640,70261670,7092200
2023-07-25,133404282000,9674,182992360,7092200
2023-07-26,129148962000,15790,285259150,7092200
2023-07-27,139716340000,23935,465490630,7092200
2023-07-28,137801446000,3008,58054970,7092200
2023-07-31,139787262000,3323,64403390,7092200
2023-08-01,143262440000,9172,183915090,7092200
2023-08-02,151773080000,22836,485820800,7092200
2023-08-03,151063860000,5413,113385350,7092200
2023-08-04,153546130000,7737,165896750,7092200
2023-08-07,150354640000,3836,82333700,7092200
2023-08-08,146099320000,5894,123982350,7092200
2023-08-09,144326270000,2124,43232250,7092200
2023-08-10,161702160000,180609,4143724400,7092200
2023-08-11,157092230000,23072,514582600,7092200
2023-08-14,155319180000,17229,383110650,7092200
2023-08-16,152127690000,5274,113321400,7092200
2023-08-17,145035490000,16766,343408200,7092200
2023-08-18,146808540000,15323,321087350,7092200
2023-08-21,148226980000,5961,123206700,7092200
2023-08-22,147163150000,3316,69070300,7092200
2023-08-23,149645420000,6323,133055400,7092200
2023-08-24,153546130000,2483,53153600,7092200
2023-08-25,154964570000,2807,61242400,7092200
2023-08-28,162411380000,6825,154914750,7092200
2023-08-29,159574500000,2658,59965150,7092200
2023-08-30,163120600000,7933,181327250,7092200
2023-08-31,160992940000,2614,59909200,7092200
2023-09-01,162765990000,2575,58784000,7092200
2023-09-04,162411380000,4954,113059950,7092200
2023-09-05,161347550000,5715,129576150,7092200
2023-09-06,160638330000,6614,149733400,7092200
2023-09-07,156737620000,6482,144577850,7092200
2023-09-08,158156060000,6325,140274350,7092200
2023-09-11,159929110000,5967,131966250,7092200
2023-09-12,158865280000,2611,58856200,7092200
2023-09-13,158510670000,2920,65007550,7092200
2023-09-14,156737620000,3209,70501900,7092200
2023-09-15,158865280000,6335,140053550,7092200
2023-09-18,158510670000,4021,89131250,7092200
2023-09-19,156028400000,2393,52614850,7092200
2023-09-20,152127690000,5651,122529850,7092200
2023-09-21,151418470000,2293,48920700,7092200
2023-09-22,148936200000,3649,76281400,7092200
2023-09-25,146808540000,6633,138598450,7092200
2023-09-26,145035490000,2755,56159150,7092200
2023-09-27,145390100000,3047,62487450,7092200
